,0,1,2,3
88,zini0106,어제 하루동안 먹은 리스트 UPㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ1차. 고래파스타 @whalepasta_라쟈나& 뇨끼2차. 요괴냥수비대 @cafe_monstercat딸기 판나코타. 레몬 판나코타. 쑥떡라떼. 로즈소다3차. 트라이브 @tribe_aewol 한라봉 수플레 / 아메리카노4차. 신세계떡볶이 @newworld_ddeokboggi 떡볶이 1인분5차. 토라비 @tora___b 생과일 파블로바6차. 헤이주드 @heyjude_bar 지선이추천 칵테일 + 슈톨렌7차. 시현하다 @sihyunhada @sihyunhada_frame 사진찍기 ㅎㅎ12시부터 12시까지밥은 한번먹고디저트만 오지게 먹음디저트값이 ..... 선 넘었네그래도 이번 디저트 투어 완전 성공적!!!#파스타맛집 #파스타 #pasta #수플레팬케이크 #디저트맛집 #디저트 #커피 #카페투어 #카페추천 #카페 #cafe #coffee #서울카페 #dessert #상수 #휴무 #데이트 #date #diet #❤ #취향저격 #신촌 #홍대 #홍대카페 #신촌맛집 #시현하다 #먹스타그램  오늘부터 다시 #운동하는여자 #운동 #운동자극,"['#파스타맛집', '#파스타', '#pasta', '#수플레팬케이크', '#디저트맛집', '#디저트', '#커피', '#카페투어', '#카페추천', '#카페', '#cafe', '#coffee', '#서울카페', '#dessert', '#상수', '#휴무', '#데이트', '#date', '#diet', '#❤', '#취향저격', '#신촌', '#홍대', '#홍대카페', '#신촌맛집', '#시현하다', '#먹스타그램', '#운동하는여자', '#운동', '#운동자극']",29
89,tokkijung_daehangno,2023년 토끼의 해에는 토끼정에서맛있는 식사를 즐기세요⠀“당신과 내가 함께 머무르는 곳”⠀#토끼정대학로점 입니다⠀⠀#마로니에공원 뒤 대학로 8가길 133⠀⠀#토끼정  #대학로⠀⠀#대학로맛집 #대학로데이트 #혜화 #혜화역 #혜화맛집 #혜화역맛집 #혜화데이트 #혜화역데이트 #서울맛집 #맛스타그램 #먹스타그램 #인스타그램 #맞팔 #종로 #왕십리 #안암 #배민원 #배민 #데일리 #첫줄 #카레 #파스타 #JMT #요기요 #낙산공원 #이화벽화마을,"['#토끼정대학로점', '#마로니에공원', '#토끼정', '#대학로⠀⠀', '#대학로맛집', '#대학로데이트', '#혜화', '#혜화역', '#혜화맛집', '#혜화역맛집', '#혜화데이트', '#혜화역데이트', '#서울맛집', '#맛스타그램', '#먹스타그램', '#인스타그램', '#맞팔', '#종로', '#왕십리', '#안암', '#배민원', '#배민', '#데일리', '#첫줄', '#카레', '#파스타', '#JMT', '#요기요', '#낙산공원', '#이화벽화마을']",6
90,sunny3_hodu_mom,방학중인 써니들 아침부터 파스타를 먹고 싶다고..아침은 닭죽이였는데..😂그래서 써니들은 로제파스타난 참나물 파스타🤤#아침부터 #파스타 #로제파스타 #참나물파스타 #미니바게트 #맛있네🤤#마늘듬뿍 #냠냠쩝쩝 🤤😏,"['#아침부터', '#파스타', '#로제파스타', '#참나물파스타', '#미니바게트', '#맛있네🤤', '#마늘듬뿍', '#냠냠쩝쩝']",3
91,chitalia_official,"치탈리아만의 특별한 포인트!마약고추와 파인애플입니다-!치킨무 대신 더 맛있고 건강하게 즐길 수 있도록 차별화 된 곁들임을 제공합니다.마약고추는 느끼함을 잡아주고,파인애플은 소화작용을 도와주고 1석 2조!치탈리아가 1인 1닭을 도와드리겠습니다.배달앱에서 다양한 혜택과 할인으로 치탈리아를 즐겨보세요-!..얇고 바삭한 씬치킨 [치탈리아]📅연중무휴📅🚩쌍문점 : 02-997-9967",[],7
92,eucalyplate,ごちゃ混ぜ肉そぼろパスタそぼろが作り置きにある時に色々野菜やらハーブを入れて作る家族各々が楽しめるパスタ。子供や男子も大好きなので各々のアレンジで楽しめます。基本の味はオリーブオイルとニンニク、そして肉そぼろの甘辛醤油とちょっと白出汁(もしくはナンプラー)の味に、最後にパルミジャーノとフレッシュなレモンが決め手です。美味しいオリーブオイルをたっぷり使うのがおすすめです。(それでなんでも美味しい。)その時の気分で追いチーズやら、追いハーブ、追い唐辛子などなどその時の気分で変えます。■ごちゃ混ぜレモンパスタ(ざっくりレシピ)■-材料-・オリーブオイル・ニンニク・肉そぼろ(肉団子の残りとか、サルシッチャとかなんでも)・白出汁もしくはナンプラー・キャベツ(これも結構なんでも。ジャガイモとかも美味しいです。)・パルミジャーノもしくは、グラノパダーノ・フレッシュレモン・お好みのハーブ・スパゲッティなどパスタなんでも1.フライパンにたっぷりめオリーブオイルにニンニクをいれて焦がさないように香り出し、そこに肉系を入れておく。2.多めの湯にしっかり目の塩を入れた鍋でパスタを時間より1分早く茹で上げる(途中でキャベツ投入。ジャガイモなら細かく切って早めに投入)3.茹で汁をフライパンに入れて撹拌する。白出汁、ナンプラーで味を整える。(かなり水分多め)4.茹で上がったパスタ&キャベツなどをフライパンに入れてソースを絡める。そこにスライスレモン、もしくはレモン汁とチーズを入れて混ぜ混ぜして出来上がり。　お好みで、パクチー、ディル、ミント、唐辛子などで楽しんでください。#おうちごはん#由香里ご飯#簡単パスタ#レモンパスタ#雑なレシピでごめんなさい🙇‍♀️#賄い飯的な#파스타 #레시피,"['#おうちごはん', '#由香里ご飯', '#簡単パスタ', '#レモンパスタ', '#雑なレシピでごめんなさい🙇\u200d♀️', '#賄い飯的な', '#파스타', '#레시피']",30
93,ohyuri86,.오늘은애들이 좋아하는 파스타🍝.미트볼이랑 토마토 넣어서소스맛 진하고 깊은맛이 나는파스타 완성👩🏻‍🍳주먹밥은 참치마요 듬뿍 넣음우리가 다 아는그맛! 너무 맛있음계란말이는 스팸 두껍게 넣어 말앗더니역시 얘도 우리가 아는그맛ㅋㅋ스팸은 역시 최고😁무피클과 샐러드는먹다 느끼할때 딱 좋았다.오늘도 맛있게 잘 먹어준 삼남매❤️ 독감아 언넝 떨어져라-#오늘의메뉴.#미트볼파스타#참치마요주먹밥#무피클#스팸계란말이#단호박샐러드.#일상#수요일#저녁밥#집밥#맛저#다둥이네#삼남매#엄마표#요리#식판식#아이식단#아이반찬#유아반찬#토마토파스타#파스타#면스타그램#먹스타그램#맛스타그램#딸#아들#육아#육아소통#맘스타그램#헤나세나정후❤️,"['#오늘의메뉴.', '#미트볼파스타', '#참치마요주먹밥', '#무피클', '#스팸계란말이', '#단호박샐러드.', '#일상', '#수요일', '#저녁밥', '#집밥', '#맛저', '#다둥이네', '#삼남매', '#엄마표', '#요리', '#식판식', '#아이식단', '#아이반찬', '#유아반찬', '#토마토파스타', '#파스타', '#면스타그램', '#먹스타그램', '#맛스타그램', '#딸', '#아들', '#육아', '#육아소통', '#맘스타그램', '#헤나세나정후❤️']",96
94,ho2jja,파스따~~🍝 #먹팔 #먹스타그램 #다이너,"['#먹팔', '#먹스타그램', '#다이너']",94
95,commavle,노주부님장금이었어😋#집밥 #홈술 #요리 #요남자 #요리하는남자 #노주부 #굴전 #유부전골 #통삼겹구이 #양고기꼬치구이 #김치전 #명란구이 #프랜치토스트 #드립커피 #스테이크 #파스타 #또해줘,"['#집밥', '#홈술', '#요리', '#요남자', '#요리하는남자', '#노주부', '#굴전', '#유부전골', '#통삼겹구이', '#양고기꼬치구이', '#김치전', '#명란구이', '#프랜치토스트', '#드립커피', '#스테이크', '#파스타', '#또해줘']",150
96,with_ddoja,진짜 오랜만에 만나서 신나게 놀았당!!한끼맛있다에서도 진짜 다 너무 맛있었고!칵테일! 30도짜리는 담에 안먹을래...ㅎㅎㅎㅎ사진도 넘 이쁘게 나와서 좋아융!아 그리고 마지막에 있는 고은이가 찍어준 사진 넘 예쁘게 나왔어!고마웡!노래방! 고은이 못 가서 아쉬웠지만! 다음에 꼭 같이 가자구!확신의 E텐션을 느낄 수 있을거여ㅎㅎㅎㅎ다음에 또 만나융!!#중학교 #친구 #네컷사진 #포토시그니처 #포시이벤트 #포시시그니처포즈이벤트 #네컷사진포즈 #칵테일 #파스타 #노래 #또자닷컴 #구독 #좋아요 #알림설정까지,"['#중학교', '#친구', '#네컷사진', '#포토시그니처', '#포시이벤트', '#포시시그니처포즈이벤트', '#네컷사진포즈', '#칵테일', '#파스타', '#노래', '#또자닷컴', '#구독', '#좋아요', '#알림설정까지']",16
97,iminjeong122,"나의 소중한 단 한번 뿐인 인생🍸돈 없어 불편하고,돈이 없어 서러운 인생을 살다 갈 순 없습니다💝살아있다는 것은 성장을 의미합니다👨‍👩‍👧성장하지 못하면 살아있어도 죽은 것 입니다🙋‍♂️성장하는 삶,성공하는 삶을 위해서는 상대를 이기는 것이 아니고,나 자신을 이기고 성장을🎰우선하는 것입니다그러니 학습목표를 함께 갖고 함께 합시다🌳두려울 것 없이 하고자 하는 마음만 있다면🍨시작에 불과할 뿐더 이루고픈 마음을 성공으로 얼마든지👋표출해 봅시다상담이 필요하신분들은 프로필 하단에 있는🐽오픈톡으로 문의주시면 됩니다#selfie #korea #busan #travel#내만샐 😦👍🏻🌿#비건 #채식#도시락 #채식도시락 #비건도시락 #직장인도시락#샐러드 #파스타 #에브리띵베이글시즈닝 #샵인테리어","['#selfie', '#korea', '#busan', '#travel', '#내만샐', '#비건', '#채식', '#도시락', '#채식도시락', '#비건도시락', '#직장인도시락', '#샐러드', '#파스타', '#에브리띵베이글시즈닝', '#샵인테리어']",2
98,follow_seoul,"📍”서촌 김씨 뜨라또리아“🥄관자와 뇨끼 맛집🪴플랜테리어와 가구, 창틈으로 들어오는 햇살 한 줄기까지 완벽한 곳☀️미리 예약 하면 좋지만못했더래도 기다리다가 경복궁 주변 걷고, 통인시장 구경하다보면 어느새 입장할 차례🫠특별한 날 또 가고픈 곳이에요✨#nofilter #서울 #서촌 #경복궁 #데이트코스 #데이트 #데이트맛집 #서울맛집 #서촌맛집 #서촌김씨뜨라또리아 #뇨끼 #파스타 #관자","['#nofilter', '#서울', '#서촌', '#경복궁', '#데이트코스', '#데이트', '#데이트맛집', '#서울맛집', '#서촌맛집', '#서촌김씨뜨라또리아', '#뇨끼', '#파스타', '#관자']",4
99,hwang.hwoo,"수원의 문화유산 화성행궁을 산책후 방문한 행리단길 맛집 #미카사 🏯골목 입구부터 눈에 띄는 멋진 2층 한옥 건물에 아름다운 일본식 중정, 따뜻함 가득 품어 아늑한 매장이 넓고 쾌적해 단체모임, 가족모임, 데이트하기 좋은 곳! 👭👩‍❤️‍👨청양베르데뇨끼, 포모도로토마토파스타, 마르게리따피자 주문해 푸짐하게 뇸뇸... 🍝🍕🍹푹신푹신 바삭한 도우의 피자와 청양크림속 쫀득쫀득한 뇨끼가 완존 내스타일이얌ㅋㅋ 수원 화성행궁 나들이후, 데이트코스로 분위기 좋은 맛집으로 강추강추~!!👍 🏯경기 수원시 팔달구 화서문로42번길 36 (신풍동) 지하1층, 1층#수원맛집 #행궁동맛집 #행궁맛집 #행리단길맛집 #수원행궁동맛집 #화성행궁맛집 #행궁동파스타 #행궁동파스타맛집 #수원행궁동데이트 #행궁동데이트 #행궁동데이트코스 #행리단길 #파스타 #미카사 #맛스타그램 #먹스타그램 #먹방 #황후추천","['#미카사', '#수원맛집', '#행궁동맛집', '#행궁맛집', '#행리단길맛집', '#수원행궁동맛집', '#화성행궁맛집', '#행궁동파스타', '#행궁동파스타맛집', '#수원행궁동데이트', '#행궁동데이트', '#행궁동데이트코스', '#행리단길', '#파스타', '#미카사', '#맛스타그램', '#먹스타그램', '#먹방', '#황후추천']",158
100,ujeong0501,(어제) 정말 오랜만에 영등포 당산💚십년전에는  매일아침 하이힐 신고 뛰어다니며 지옥철 출근길이였는데 요렇게 예쁜 카페가 있었네☕️농협에서 비지니스로 만나 이제는 육아동지로 서로의 아들얘기로만 3시간도 부족한 엄마사람이랑👭근데 여긴 한 달 전에 왔으면 더 좋았겠넹😅.........#영등포#당산#디데이원#진심디자인#크리스마스#소품샵#브런치#파스타#디저트#커피#맛집#엄마사람#카페투어#카페스타그램,"['#영등포', '#당산', '#디데이원', '#진심디자인', '#크리스마스', '#소품샵', '#브런치', '#파스타', '#디저트', '#커피', '#맛집', '#엄마사람', '#카페투어', '#카페스타그램']",16
101,jmausybe0122,"파스타가 4,900원?!가성비 미쳐버린 이탈리아 전통 생면파스타 맛집말도 안되는 착한 가격에 맛있는 [이석덕 생면파스타]🍝⚪ 매일매일 뽑는 부드럽고 쫄깃한 식감의 생면파스타⚪ KBS생생정보 / SBS모닝와이드 금요면탐정 출연🖥️!!!⚪ SBS 생방송투데이 먹킷리스트 출연 / 매스컴도 인정한 맛집⚪ 한국에서 찐 이탈리아 음식을 맛 볼 수 있는 곳 ⚪ 이탈리아 요리학교 + 쉐프 경력 종합 15년차 ⚪ 이탈리안 요리, 생면파스타 = 이석덕 👍⚪ 청결, 위생 최우선 안심식당으로 선정🏆❝ 맛집들이 많이 모여 있는 연남동에서 사람들이 꾸준히 방문하는 연남동 1위 맛집🏆❞•─────[이석덕생면파스타]─────•🏠 연남점)서울시 마포구 연남동 453-9번지 1층🏠 신촌점)서울시 서대문구 창천동 13-28 2층📞 02-332-6505✔ @chef_seokdeok💌 네이버 예약시 아란치니 서비스로 드립니다💓•────────────────────────────•　▶ 이석덕 생면파스타 l 메뉴 ◀“와인39000원”(와인 바틀 주문시 로마식 피자를 서비스로 드립니다)🔸️생트러플크림 파케리면 8,900원 👈대표메뉴🔸️신선한토마토 3,900원🔸️리코타치즈 콘킬리에면 4,900원🔸️오레키에테 알라 콘타디노 오일 5,900원🔸️오가닉 레몬 갈레티면 6,900원🔸️트러플 구운뇨끼 6,900원🔸️라구 알라 볼로네제 탈리아텔라 6,900원🔸️볼로네제라구 라자냐 7,900원🔸️보타르가 레몬 스파게티면 8,900원🔸️포카치아 고르곤졸라피자 10,900원🔸️포카치아 쌀루피피자 10,900원🔸️스모크치즈 발사믹양파 채끝스테이크 22,000원🔸️시칠리아식 해산물라구 6,900원 🔸️루꼴라 리코타치즈 라비올리 8,900원 .🍝생트러플크림은 이태리 북부 움브리아 지방의 최고급 블랙트러플 사용합니다🌟#연남동맛집 #신촌맛집 #이대맛집 #생면파스타 #파스타 #파스타바 #연트럴파크맛집 #서강대맛집 #가좌동맛집 #망원동맛집 #연희동맛집 #홍대맛집 #연남맛집 #파스타맛집 #연대맛집 #상암동맛집 #연남동파스타 #연남동데이트 #연남동와인 (광고)","['#연남동맛집', '#신촌맛집', '#이대맛집', '#생면파스타', '#파스타', '#파스타바', '#연트럴파크맛집', '#서강대맛집', '#가좌동맛집', '#망원동맛집', '#연희동맛집', '#홍대맛집', '#연남맛집', '#파스타맛집', '#연대맛집', '#상암동맛집', '#연남동파스타', '#연남동데이트', '#연남동와인']",150
102,yawpeynekw,"파스타가 4,900원?!가성비 미쳐버린 이탈리아 전통 생면파스타 맛집말도 안되는 착한 가격에 맛있는 [이석덕 생면파스타]🍝⚪ 매일매일 뽑는 부드럽고 쫄깃한 식감의 생면파스타⚪ KBS생생정보 / SBS모닝와이드 금요면탐정 출연🖥️!!!⚪ SBS 생방송투데이 먹킷리스트 출연 / 매스컴도 인정한 맛집⚪ 한국에서 찐 이탈리아 음식을 맛 볼 수 있는 곳 ⚪ 이탈리아 요리학교 + 쉐프 경력 종합 15년차 ⚪ 이탈리안 요리, 생면파스타 = 이석덕 👍⚪ 청결, 위생 최우선 안심식당으로 선정🏆❝ 맛집들이 많이 모여 있는 연남동에서 사람들이 꾸준히 방문하는 연남동 1위 맛집🏆❞•─────[이석덕생면파스타]─────•🏠 연남점)서울시 마포구 연남동 453-9번지 1층🏠 신촌점)서울시 서대문구 창천동 13-28 2층📞 02-332-6505✔ @chef_seokdeok💌 네이버 예약시 아란치니 서비스로 드립니다💓•────────────────────────────•　▶ 이석덕 생면파스타 l 메뉴 ◀“와인39000원”(와인 바틀 주문시 로마식 피자를 서비스로 드립니다)🔸️생트러플크림 파케리면 8,900원 👈대표메뉴🔸️신선한토마토 3,900원🔸️리코타치즈 콘킬리에면 4,900원🔸️오레키에테 알라 콘타디노 오일 5,900원🔸️오가닉 레몬 갈레티면 6,900원🔸️트러플 구운뇨끼 6,900원🔸️라구 알라 볼로네제 탈리아텔라 6,900원🔸️볼로네제라구 라자냐 7,900원🔸️보타르가 레몬 스파게티면 8,900원🔸️포카치아 고르곤졸라피자 10,900원🔸️포카치아 쌀루피피자 10,900원🔸️스모크치즈 발사믹양파 채끝스테이크 22,000원🔸️시칠리아식 해산물라구 6,900원 🔸️루꼴라 리코타치즈 라비올리 8,900원 .🍝생트러플크림은 이태리 북부 움브리아 지방의 최고급 블랙트러플 사용합니다🌟#연남동맛집 #신촌맛집 #이대맛집 #생면파스타 #파스타 #파스타바 #연트럴파크맛집 #서강대맛집 #가좌동맛집 #망원동맛집 #연희동맛집 #홍대맛집 #연남맛집 #파스타맛집 #연대맛집 #상암동맛집 #연남동파스타 #연남동데이트 #연남동와인 (광고)","['#연남동맛집', '#신촌맛집', '#이대맛집', '#생면파스타', '#파스타', '#파스타바', '#연트럴파크맛집', '#서강대맛집', '#가좌동맛집', '#망원동맛집', '#연희동맛집', '#홍대맛집', '#연남맛집', '#파스타맛집', '#연대맛집', '#상암동맛집', '#연남동파스타', '#연남동데이트', '#연남동와인']",160
103,stb.0703.8hpx,"파스타가 4,900원?!가성비 미쳐버린 이탈리아 전통 생면파스타 맛집말도 안되는 착한 가격에 맛있는 [이석덕 생면파스타]🍝⚪ 매일매일 뽑는 부드럽고 쫄깃한 식감의 생면파스타⚪ KBS생생정보 / SBS모닝와이드 금요면탐정 출연🖥️!!!⚪ SBS 생방송투데이 먹킷리스트 출연 / 매스컴도 인정한 맛집⚪ 한국에서 찐 이탈리아 음식을 맛 볼 수 있는 곳 ⚪ 이탈리아 요리학교 + 쉐프 경력 종합 15년차 ⚪ 이탈리안 요리, 생면파스타 = 이석덕 👍⚪ 청결, 위생 최우선 안심식당으로 선정🏆❝ 맛집들이 많이 모여 있는 연남동에서 사람들이 꾸준히 방문하는 연남동 1위 맛집🏆❞•─────[이석덕생면파스타]─────•🏠 연남점)서울시 마포구 연남동 453-9번지 1층🏠 신촌점)서울시 서대문구 창천동 13-28 2층📞 02-332-6505✔ @chef_seokdeok💌 네이버 예약시 아란치니 서비스로 드립니다💓•────────────────────────────•　▶ 이석덕 생면파스타 l 메뉴 ◀“와인39000원”(와인 바틀 주문시 로마식 피자를 서비스로 드립니다)🔸️생트러플크림 파케리면 8,900원 👈대표메뉴🔸️신선한토마토 3,900원🔸️리코타치즈 콘킬리에면 4,900원🔸️오레키에테 알라 콘타디노 오일 5,900원🔸️오가닉 레몬 갈레티면 6,900원🔸️트러플 구운뇨끼 6,900원🔸️라구 알라 볼로네제 탈리아텔라 6,900원🔸️볼로네제라구 라자냐 7,900원🔸️보타르가 레몬 스파게티면 8,900원🔸️포카치아 고르곤졸라피자 10,900원🔸️포카치아 쌀루피피자 10,900원🔸️스모크치즈 발사믹양파 채끝스테이크 22,000원🔸️시칠리아식 해산물라구 6,900원 🔸️루꼴라 리코타치즈 라비올리 8,900원 .🍝생트러플크림은 이태리 북부 움브리아 지방의 최고급 블랙트러플 사용합니다🌟#연남동맛집 #신촌맛집 #이대맛집 #생면파스타 #파스타 #파스타바 #연트럴파크맛집 #서강대맛집 #가좌동맛집 #망원동맛집 #연희동맛집 #홍대맛집 #연남맛집 #파스타맛집 #연대맛집 #상암동맛집 #연남동파스타 #연남동데이트 #연남동와인 (광고)","['#연남동맛집', '#신촌맛집', '#이대맛집', '#생면파스타', '#파스타', '#파스타바', '#연트럴파크맛집', '#서강대맛집', '#가좌동맛집', '#망원동맛집', '#연희동맛집', '#홍대맛집', '#연남맛집', '#파스타맛집', '#연대맛집', '#상암동맛집', '#연남동파스타', '#연남동데이트', '#연남동와인']",165
104,hyedin_food,맛 있습디다 ! ...🔖 세컨디포레스트 나주혁신📍오이스터 쉬림프 치킨 리조또📍화이트 라구 파스타..#세컨디포레스트 #오이스터쉬림프치킨리조또 #화이트라구파스타 #리조또 #파스타 #라구파스타 #나주혁신도시 #나주혁신도시맛집,"['#세컨디포레스트', '#오이스터쉬림프치킨리조또', '#화이트라구파스타', '#리조또', '#파스타', '#라구파스타', '#나주혁신도시', '#나주혁신도시맛집']",144
105,veranda_roaster,"해방촌은 참 드럽게 불편합니다.길은 참 위험하고 불친절하며,주차 가능한 곳이 남아 있을지 늘 조마조마해야합니다그러나 어릴때 숨바꼭질 하듯 숨어있는 내 통장잔고같이 작고 귀여운 가게들을 찾는 재미 그리고 80년대쯤의 어린시절로 돌아간 느낌이 좋아서 그런지 자주 오고 싶은 지역이기도 합니다해방촌에서 몇 안되는 번듯한(?) 건물의 파스타집인 에그앤플라워에서 주님과 일요일 오전의 입가심을 했습니다홍새우먹물카펠리니 그리고 흑돼지라구먹물리가토니 의 두가지 메뉴를 주문해 먹었습니다양이 많진 않아 주님과 살짝 눈치게임도 했습니다파스타도 짜장면 처럼 곱배기가 있으면 좋겠습니다#해방촌#신흥시장 #에그앤플라워 #파스타 #맛스타그램 #먹팔 #럽스타그램","['#해방촌', '#신흥시장', '#에그앤플라워', '#파스타', '#맛스타그램', '#먹팔', '#럽스타그램']",44
106,villafrancesca_merlot,#오늘뭐먹지 #빌라프란체스카메를로 #캔와인#파스타 #스파게티#와인#레드와인#메를로#메를로와인#와린이#와인추천#추천와인#와인바#와인가게#혼술#홈술#점심#저녁#식사메뉴#추천#좋아요,"['#오늘뭐먹지', '#빌라프란체스카메를로', '#캔와인', '#파스타', '#스파게티', '#와인', '#레드와인', '#메를로', '#메를로와인', '#와린이', '#와인추천', '#추천와인', '#와인바', '#와인가게', '#혼술', '#홈술', '#점심', '#저녁', '#식사메뉴', '#추천', '#좋아요']",19
107,hky.__.91,양고기라구파스타✔✔라구엔 생면👍🏿👍🏿✔적당히 양고기냄새나며 호불호없는 맛👍🏿👍🏿✔✔라구의 묵진한맛을 잡아주는 토마토퓌레👏👏✔✔불곤 피노랑 딱🍷🍷,[],41
108,yrryseuuur,"파스타가 4,900원?!가성비 미쳐버린 이탈리아 전통 생면파스타 맛집말도 안되는 착한 가격에 맛있는 [이석덕 생면파스타]🍝⚪ 매일매일 뽑는 부드럽고 쫄깃한 식감의 생면파스타⚪ KBS생생정보 / SBS모닝와이드 금요면탐정 출연🖥️!!!⚪ SBS 생방송투데이 먹킷리스트 출연 / 매스컴도 인정한 맛집⚪ 한국에서 찐 이탈리아 음식을 맛 볼 수 있는 곳 ⚪ 이탈리아 요리학교 + 쉐프 경력 종합 15년차 ⚪ 이탈리안 요리, 생면파스타 = 이석덕 👍⚪ 청결, 위생 최우선 안심식당으로 선정🏆❝ 맛집들이 많이 모여 있는 연남동에서 사람들이 꾸준히 방문하는 연남동 1위 맛집🏆❞•─────[이석덕생면파스타]─────•🏠 연남점)서울시 마포구 연남동 453-9번지 1층🏠 신촌점)서울시 서대문구 창천동 13-28 2층📞 02-332-6505✔ @chef_seokdeok💌 네이버 예약시 아란치니 서비스로 드립니다💓•────────────────────────────•　▶ 이석덕 생면파스타 l 메뉴 ◀“와인39000원”(와인 바틀 주문시 로마식 피자를 서비스로 드립니다)🔸️생트러플크림 파케리면 8,900원 👈대표메뉴🔸️신선한토마토 3,900원🔸️리코타치즈 콘킬리에면 4,900원🔸️오레키에테 알라 콘타디노 오일 5,900원🔸️오가닉 레몬 갈레티면 6,900원🔸️트러플 구운뇨끼 6,900원🔸️라구 알라 볼로네제 탈리아텔라 6,900원🔸️볼로네제라구 라자냐 7,900원🔸️보타르가 레몬 스파게티면 8,900원🔸️포카치아 고르곤졸라피자 10,900원🔸️포카치아 쌀루피피자 10,900원🔸️스모크치즈 발사믹양파 채끝스테이크 22,000원🔸️시칠리아식 해산물라구 6,900원 🔸️루꼴라 리코타치즈 라비올리 8,900원 .🍝생트러플크림은 이태리 북부 움브리아 지방의 최고급 블랙트러플 사용합니다🌟#연남동맛집 #신촌맛집 #이대맛집 #생면파스타 #파스타 #파스타바 #연트럴파크맛집 #서강대맛집 #가좌동맛집 #망원동맛집 #연희동맛집 #홍대맛집 #연남맛집 #파스타맛집 #연대맛집 #상암동맛집 #연남동파스타 #연남동데이트 #연남동와인 (광고)","['#연남동맛집', '#신촌맛집', '#이대맛집', '#생면파스타', '#파스타', '#파스타바', '#연트럴파크맛집', '#서강대맛집', '#가좌동맛집', '#망원동맛집', '#연희동맛집', '#홍대맛집', '#연남맛집', '#파스타맛집', '#연대맛집', '#상암동맛집', '#연남동파스타', '#연남동데이트', '#연남동와인']",155
109,stb.0624.u5vb,"파스타가 4,900원?!가성비 미쳐버린 이탈리아 전통 생면파스타 맛집말도 안되는 착한 가격에 맛있는 [이석덕 생면파스타]🍝⚪ 매일매일 뽑는 부드럽고 쫄깃한 식감의 생면파스타⚪ KBS생생정보 / SBS모닝와이드 금요면탐정 출연🖥️!!!⚪ SBS 생방송투데이 먹킷리스트 출연 / 매스컴도 인정한 맛집⚪ 한국에서 찐 이탈리아 음식을 맛 볼 수 있는 곳 ⚪ 이탈리아 요리학교 + 쉐프 경력 종합 15년차 ⚪ 이탈리안 요리, 생면파스타 = 이석덕 👍⚪ 청결, 위생 최우선 안심식당으로 선정🏆❝ 맛집들이 많이 모여 있는 연남동에서 사람들이 꾸준히 방문하는 연남동 1위 맛집🏆❞•─────[이석덕생면파스타]─────•🏠 연남점)서울시 마포구 연남동 453-9번지 1층🏠 신촌점)서울시 서대문구 창천동 13-28 2층📞 02-332-6505✔ @chef_seokdeok💌 네이버 예약시 아란치니 서비스로 드립니다💓•────────────────────────────•　▶ 이석덕 생면파스타 l 메뉴 ◀“와인39000원”(와인 바틀 주문시 로마식 피자를 서비스로 드립니다)🔸️생트러플크림 파케리면 8,900원 👈대표메뉴🔸️신선한토마토 3,900원🔸️리코타치즈 콘킬리에면 4,900원🔸️오레키에테 알라 콘타디노 오일 5,900원🔸️오가닉 레몬 갈레티면 6,900원🔸️트러플 구운뇨끼 6,900원🔸️라구 알라 볼로네제 탈리아텔라 6,900원🔸️볼로네제라구 라자냐 7,900원🔸️보타르가 레몬 스파게티면 8,900원🔸️포카치아 고르곤졸라피자 10,900원🔸️포카치아 쌀루피피자 10,900원🔸️스모크치즈 발사믹양파 채끝스테이크 22,000원🔸️시칠리아식 해산물라구 6,900원 🔸️루꼴라 리코타치즈 라비올리 8,900원 .🍝생트러플크림은 이태리 북부 움브리아 지방의 최고급 블랙트러플 사용합니다🌟#연남동맛집 #신촌맛집 #이대맛집 #생면파스타 #파스타 #파스타바 #연트럴파크맛집 #서강대맛집 #가좌동맛집 #망원동맛집 #연희동맛집 #홍대맛집 #연남맛집 #파스타맛집 #연대맛집 #상암동맛집 #연남동파스타 #연남동데이트 #연남동와인 (광고)","['#연남동맛집', '#신촌맛집', '#이대맛집', '#생면파스타', '#파스타', '#파스타바', '#연트럴파크맛집', '#서강대맛집', '#가좌동맛집', '#망원동맛집', '#연희동맛집', '#홍대맛집', '#연남맛집', '#파스타맛집', '#연대맛집', '#상암동맛집', '#연남동파스타', '#연남동데이트', '#연남동와인']",158
