,0,1,2,3
310,jxseyan1228,"매일 직접 만드는 육즙 터지는 100% 소고기 패티🍔탱글탱글 식감이 입안에서 터지는 100% 수제 새우패티🍤폭신폭신 버터향 넘치는 부드러운 브리오쉬번🍟그리고 신선한 야채 가득한 리얼수제버거🍅햄버거에 사용되는 모든 패티는 100% 수제로 만들고 있어요:)🔹야구장, 피크닉, 아이들 간식으로 꼭 주문해볼 가치가 있는 곳!!🔹잠실 데이트 맛집으로도 추천!!💫케이트버거📍올림픽로 35길 124 장미상가A동 B1 13호📍02-2202-7667📍월~토 10:30~21:00#잠실맛집 #잠실역맛집 #송파맛집 #잠실맛집추천 #잠실수제버거 #수제버거 #수제버거맛집 #수제버거전문점 #단체주문 #단체도시락주문 #버거맛집 #롯데월드맛집 #햄버거 #햄버거스타그램 (광고)","['#잠실맛집', '#잠실역맛집', '#송파맛집', '#잠실맛집추천', '#잠실수제버거', '#수제버거', '#수제버거맛집', '#수제버거전문점', '#단체주문', '#단체도시락주문', '#버거맛집', '#롯데월드맛집', '#햄버거', '#햄버거스타그램']",74
311,theybne2,⠀ ⠀#푸드트럭 섭외 및 모집 전문 업체<#그양반네> 입니다.#간식 과 한 끼 대용으로 완벽한#뉴욕핫도그 #🌭 입니다.#햄버거 #🍔 와 쌍벽을 이루는 #메뉴 중 하나이죠^^#newyorkhotdog 의 장점이라면 아무래도#퓨전 메뉴로 여러가지 맛을 구현하는게#burger 보다 용이하다는 점이 있어 다양한 맛의 주문도 가능합니다^^#🇺🇸 미국식 이면서#🇰🇷 한국식으로 맛깔나고 다양하게!!#푸드트럭섭외 #푸드트럭모집 #간식차각종 #케이터링 도 그양반네와 함께 하세요^^ ⠀,"['#푸드트럭', '#그양반네>', '#간식', '#뉴욕핫도그', '#🌭', '#햄버거', '#🍔', '#메뉴', '#newyorkhotdog', '#퓨전', '#burger', '#🇺🇸', '#🇰🇷', '#푸드트럭섭외', '#푸드트럭모집', '#간식차각종', '#케이터링']",8
312,dkhgd05,⠀⠀⠀⠀⠀⠀#대전 #카페 #카레이지히피스 #자동차 #일상 #햄버거 #힐링 #맛집 #드라이브 #좋반 #l4l,"['#대전', '#카페', '#카레이지히피스', '#자동차', '#일상', '#햄버거', '#힐링', '#맛집', '#드라이브', '#좋반', '#l4l']",7
313,limsung_paper,"임성페이퍼몰유산지,노루지,습자지등 다양한 지류 판매.인쇄랑 가공 코팅도 가능해요!로고나 상호를 인쇄한 자신만의 포장종이를 만들어 보세요.(의류포장,카페 유산지)https://smartstore.naver.com/ribbon65",[],15
314,jndkaee0118,"매일 직접 만드는 육즙 터지는 100% 소고기 패티🍔탱글탱글 식감이 입안에서 터지는 100% 수제 새우패티🍤폭신폭신 버터향 넘치는 부드러운 브리오쉬번🍟그리고 신선한 야채 가득한 리얼수제버거🍅햄버거에 사용되는 모든 패티는 100% 수제로 만들고 있어요:)🔹야구장, 피크닉, 아이들 간식으로 꼭 주문해볼 가치가 있는 곳!!🔹잠실 데이트 맛집으로도 추천!!💫케이트버거📍올림픽로 35길 124 장미상가A동 B1 13호📍02-2202-7667📍월~토 10:30~21:00#잠실맛집 #잠실역맛집 #송파맛집 #잠실맛집추천 #잠실수제버거 #수제버거 #수제버거맛집 #수제버거전문점 #단체주문 #단체도시락주문 #버거맛집 #롯데월드맛집 #햄버거 #햄버거스타그램 (광고)","['#잠실맛집', '#잠실역맛집', '#송파맛집', '#잠실맛집추천', '#잠실수제버거', '#수제버거', '#수제버거맛집', '#수제버거전문점', '#단체주문', '#단체도시락주문', '#버거맛집', '#롯데월드맛집', '#햄버거', '#햄버거스타그램']",74
315,kangsungmin_tokyo,#양키스버거 #문래버거 #익선동맛집 #햄버거 #수제버거 #치즈버거 #수제버거 #치즈버거 #cheeseburger #햄버거 #cheeseburger #チーズバーガー #ハンバーガー #芝士汉堡 #起司漢堡 #food #instafood #foodpic #foodstyling #food,"['#양키스버거', '#문래버거', '#익선동맛집', '#햄버거', '#수제버거', '#치즈버거', '#수제버거', '#치즈버거', '#cheeseburger', '#햄버거', '#cheeseburger', '#チーズバーガー', '#ハンバーガー', '#芝士汉堡', '#起司漢堡', '#food', '#instafood', '#foodpic', '#foodstyling', '#food']",14
316,sj.kim_travelog,🇬🇧.드디어 먹어 본 파이브가이즈✋🏻메뉴 공부 귀찮아서 냅다 들어갔는데 이것저것 고르란다. 추천해달라고 했는데도 설명만 해주길래 전부 다 넣어달라고 함서브웨이 처음 주문하던 시절 생각나네🥹바닐라쉐이크는 역시 맛있음👍🏻.,[],39
317,kohnsdeli,"#REPOST @sul._.gwang with @get__repost__app 📍콘스델리 #춘천시청점 해장에 치즈버거 좋아하는 사람?!적당한 숙취엔 햄버거 해장이 생각보다 괜찮답니다:) 춘천 시청 쪽에서 하루 자고 가게 되었는데 외관이 갬성갬성해서 우연히 방문한 버거집 ꒰⍢꒱ ༘*춘천에서는 맛집으로 유명한 수제버거집 인가봐요 11시에 갔는데도 사람이 꽤 있었고, 배민 주문이 계속 들어오더라구요 그래서 그런지 음식은 살짝 늦게 나오지만 깔끔하고 미쿡스런 인테리어와 오픈주방 덕에 깨끗함이 보여 믿고 먹을 수 있는 버거집 ꒰⍢꒱ ༘*#치즈버거 고급진 맥도날드 치즈버거 ver.치즈버거에 케찹소스와 피클 들어가있는거 좋아하시는 분들은 누구나 정말 맛있게 먹을 수 있는 버거 ツ#오리지널파스트라미뉴욕식 파스트라미 샌드위치는 처음 먹어보는데, 소고기 양지를 숙성 및 훈연해 만든 고기를 파스트라미라고 한데요 옐로우 머스타드 소스와 잘 어울려 든든하게 먹었고 특히 같이 나오는 수제 피클 쫀맛탱 ツ (근데 파스트라미가 살짝 많이 익혀진 것 같아 아숩)⍢ 치즈버거 싱글 : (단품)6,900원 (세트)9,900원⍢ 오리지널 파스트라미 : (단품)12,000원 (세트)14,900원📍주소 : 강원 춘천시 옥천길 3 콘스델리 춘천시청점 #강원도 #춘천 #콘스델리 #repostandroid #repostw10#파스트라미 #pastrami #춘천맛집 #샌드위치 #춘천샌드위치 #햄버거 #치즈버거 #수제버거 #춘천햄버거 #춘천수제버거 #춘천버거 #춘천치즈버거","['#REPOST', '#춘천시청점', '#치즈버거', '#오리지널파스트라미뉴욕식', '#강원도', '#춘천', '#콘스델리', '#repostandroid', '#repostw10', '#파스트라미', '#pastrami', '#춘천맛집', '#샌드위치', '#춘천샌드위치', '#햄버거', '#치즈버거', '#수제버거', '#춘천햄버거', '#춘천수제버거', '#춘천버거', '#춘천치즈버거']",54
318,burgerkingkorea인증됨,"와퍼 3종 할인은 못 참지🍔 📌1월 2~3주 차 할인킹 (1/9~1/20)✅2개 사면 8,000원✅와퍼, 치즈와퍼, 불고기와퍼제외매장👉 http://ilk.kr/jOqNaCL #버거킹 #BURGERKING #행사 #할인","['#버거킹', '#BURGERKING', '#행사', '#할인']",398
319,ae_3kki,"도산공원 앞 핫한 #클랩피자청담점 애셋끼들이 다녀왔어요 저녁식사 시간보다 이르게 도착해도 웨이팅이 있었어요그래도 사람들이 후다닥 먹어서 오래기다리진 않음맛은 생각보다 평범했는데 뭐 초딩입맛엔 나쁘진않았어요소스가 좀 달아요 단것보다는 자극적인게 더 좋은데 ㅎㅎ  여길간다면 버팔로윙을 드세요 맛있고 으른들 입맛에도 딱이에요 꼭드세요! 총평★★★☆☆피자도우 : 적당피자토핑 : 적당피자소스 : 달다사이드메뉴 : 맛있음, 치킨바삭함사이드메뉴 소스 : 사워크림 맛있음 한줄평“여기 치킨맛있따""먹어본 메뉴는 메인메뉴 :하프&하프(페퍼로니/포테이토) 14inch+스파이시치킨 11inch사이드메뉴 : 버팔로윙, 콘샐러드음료 :콜라, 맥주(맥주는 못참았어요)#피자 #햄버거 #치킨 #초딩입맛","['#클랩피자청담점', '#피자', '#햄버거', '#치킨', '#초딩입맛']",6
320,jmt__0301,운동하고 먹는 노브랜드 햄버거👍🏻처음먹어보는데 맛있꾸만?🤔#노브랜드햄버거 #햄버거 #메가바이트세트 #nbb오리지널 #메가바이트버거 #nbb오리지널세트 #크런치윙 #감자튀김 #백종원,"['#노브랜드햄버거', '#햄버거', '#메가바이트세트', '#nbb오리지널', '#메가바이트버거', '#nbb오리지널세트', '#크런치윙', '#감자튀김', '#백종원']",4
321,kds841002,#햄버거 서울 여행 첫끼는 햄버거햄버거는 언제 먹어도 맛있어,['#햄버거'],68
322,burger_life_2022,"23. 1. 9.(월) 버거킹신메뉴 치킨킹시리즈치킨킹과 치킨킹BLT구성은  스파이시한 치킨패티, 양상추, 피클 그리고 머스터드소스, X시리즈의 버터맛 브리오슈번그동안의 너겟같은 버거킹 치킨패티에서 벗어난 통다리살로 패티!!! 가장 원했던 패티였음매콤하고 겉바속촉의 치킨임튀김이 약간 좀 탄 느낌으로 맘스터치나 KFC에서 비하면 좀 모라지만 만족스러움충분히 패티에 양념되어있어 머스터드소스는 없어도 되었을듯매콤함이 느끼한 브리오슈번과  잘 어울림BLT는 기본에 토마토와 베이컨이 추가로 된것으로 맛의 차이는 크게 없음토마토의 식감정도?버거킹 메뉴 중 콰트로치즈와퍼와 함꺼 최애 중 하나가 될듯#먹스타 #버거스타그램 #햄버거스타그램 #햄버거 #버거후기 #버거킹 #BURGERKING #burgerking #치킨버거 #버거킹신메뉴 #치킨킹 #치킨킹BLT #치킨킹콤보@burgerkingkorea@burgerkingdom_official","['#먹스타', '#버거스타그램', '#햄버거스타그램', '#햄버거', '#버거후기', '#버거킹', '#BURGERKING', '#burgerking', '#치킨버거', '#버거킹신메뉴', '#치킨킹', '#치킨킹BLT', '#치킨킹콤보@burgerkingkorea@burgerkingdom_official']",8
323,jamong_lover,#...어제는 뭐가 뭔지 정신없이하루가 지나고오픈 이튿날이 됐습니다.지인들의 응원이 큰 힘이 됐어요!!그리고 무엇보다 첫 손님이저의 지인이 아닌 오픈날만기다리다 찾아준 학생 손님이라너무너무 감사했어요~🙏앞으로도 청결하고 편안한한끼 휴식처가 될수 있도록노력하겠습니다.발걸음 해주신 모든 분들께진심으로 감사드립니다.🙆‍♂️🙆‍♀️🙆#동탄 #정현초 #청림중 #학교앞 #동탄호수공원 #무인라면 #셀프라면 #무료토핑 #라면 #음료#햄버거 #만두 #24시 #한끼 #밥끼 #밀키트#패스트푸드 #무인점포 #미니편의점 #분식,"['#...어제는', '#동탄', '#정현초', '#청림중', '#학교앞', '#동탄호수공원', '#무인라면', '#셀프라면', '#무료토핑', '#라면', '#음료', '#햄버거', '#만두', '#24시', '#한끼', '#밥끼', '#밀키트', '#패스트푸드', '#무인점포', '#미니편의점', '#분식']",37
324,pupaxx__,"#협찬 #파이어벨 #firebell미국감성 그대로, 독보적인 수제버거 존재감 뿜뿜내는 파이어벨에 다녀왔습니당ღ🚨주목해주세요🚨이미 서울, 경기권에서 찐 맛집으로 유명한 수제버거 전문점 “파이어벨” 이 드디어 대전에 상륙했다고 해요!대전 신세계백화점 5층, 한밭대식당 입구 들어가자마자 강렬한 빨간간판으로 시선강탈하는 𝕗𝕚𝕣𝕖𝕓𝕖𝕝𝕝✨거기에 10가지나 되는 수제버거로 또 한번 제 눈을 사로잡아버렸죠🫢사진, 설명이 잘 적혀있는 센스있던 메뉴판을 보고베스트 메뉴인 “닥터레오”세트 + “치즈프라이” 추가미국갬성을 온전히 느낄 수 있는 “칠리킹”세트빠지면 안되는 “코울슬로”까지 주문했답니당🍔_🍔신선하고 두툼한 패티는 수제버거의 기본!𝕗𝕚𝕣𝕖𝕓𝕖𝕝𝕝의 수제버거들은 쫀득+폭신한 햄버거 번을 베이스로 참깨가 가득 뿌려져 있고, 주문 즉시 패티를 직접 구워주셔서 따뜻함과 육즙을 더더욱 느낄 수 있었어요👍🏻그리고 세트메뉴 주문 시 치즈프라이 추가와 아삭+고소함 가득했던 코울슬로를 꼭 잊지말아주세요>_<💛🎀 미국식 정통 수제버거를 𝚏𝚒𝚛𝚎𝚋𝚎𝚕𝚕덕분에 제대로 뿌실 수 있었어요! 제가 첫 한입 먹고 감탄을 금치 못했던 “칠리킹”은 정말 완전 살앙이였어효.. 감사합니당>_<🫶🏻▫️위치 : 대전 유성구 엑스포로 1 신세계 백화점 5층 한밭대식당 파이어벨▫️운영시간월~금 11:00-20:30 / 토, 일 11:00-21:00","['#협찬', '#파이어벨', '#firebell미국감성']",124
325,sarakim74,#점심 #초대 #감사합니다 #돼지고기 #갈비부위 #부드러워 #햄버거 #감자가득 #미니피자 #almuerzo #gracias por la #invitacion #costilla de #cerdo #tierna #hamburguesa #papasfritas #pizzetta #ricorico #냠냠,"['#점심', '#초대', '#감사합니다', '#돼지고기', '#갈비부위', '#부드러워', '#햄버거', '#감자가득', '#미니피자', '#almuerzo', '#gracias', '#invitacion', '#costilla', '#cerdo', '#tierna', '#hamburguesa', '#papasfritas', '#pizzetta', '#ricorico', '#냠냠']",35
326,ralph_seo,해변에서 먹는 맥주한잔#다낭#햄버거#맥주#beach,"['#다낭', '#햄버거', '#맥주', '#beach']",18
327,rehl0901,"임신후, 더 잘 땡기는 햄버거 그리고 감자프렌츠프라이임신중 먹은 음식이 탯줄을 통해 양수에서 소중이도 같이 느낀다는데...왜 자꾸 입맛이 바뀌는걸까. 🥲 #햄버거#스파게티#프렌치프라이#임산부먹방#파르나스 #파르나스로비라운지","['#햄버거', '#스파게티', '#프렌치프라이', '#임산부먹방', '#파르나스', '#파르나스로비라운지']",77
328,1_9_8_7,세차후 새벽 1:30분 맥드날드 조지기 버거먹고 사이드먹고 후식까지😎#맥도날드#햄버거#맥너겟#치킨텐더#아이스크림,"['#맥도날드', '#햄버거', '#맥너겟', '#치킨텐더', '#아이스크림']",18
329,pig_______soo,쉑버거 🍔#shakeshack,['#shakeshack'],29
330,luv.memi,"#첫줄좋반 #일상기록 - 8월 5일 토요일 목포에서 봅시다 ❤️😊😍펜션도 잡고, 우린 모임하는걸로 ㅋㅋㅋㅋㅋㅋ- 노래...연습...? ㅋㅋㅋㅋ 하하하핳 시도는 해봤는데 불러주진못할거같다 평생^^- 또 생각난다 햄버거...🍔🍟🥤- 오운완/ 워치 진심 개에바냐, 심박수가 저렇게 높은데, 마운틴 1분에 50회했는데 2칼로리... 즐ㅗㅗ 넌 평생 타이머다 임마. 운동하고 스트레스받기😠","['#첫줄좋반', '#일상기록']",15
331,burger.joa,#차코르 #딥치즈버거 / 23.01.09이름처럼 그야말로 딥한 치즈의 맛. 생긴거 보고 이런맛이지 않을까? 라고 생각한다면 반박시 내말이 맞음.너도알고 나도알고 엄마도...음? 어쨌든 모두다 아는 맛. 그와중에 가게 이름처럼 숯불향 그득한 패티맛이 뚫고 나오는게 만족스러움.#창원햄버거 #버거 #burger #햄버거 #hamburger #버거조아 #burgerjoa,"['#차코르', '#딥치즈버거', '#창원햄버거', '#버거', '#burger', '#햄버거', '#hamburger', '#버거조아', '#burgerjoa']",5
332,biniibobsang,야곱이라고 아세요?,[],9
333,real_matna,버거킹 1월 행사 햄버거🍔행사내용🍔1. 신상버거 치킨킹 구매시 콜라100원 *1.15일한정*2. 와퍼 3종류 중 2개 구매시 8000원*1.20일한정*#와퍼 #버거킹 #치킨킹 #햄버거 #콜라 #간식 #야식 #먹스타그램 #음식 #정보 #꿀정보,"['#와퍼', '#버거킹', '#치킨킹', '#햄버거', '#콜라', '#간식', '#야식', '#먹스타그램', '#음식', '#정보', '#꿀정보']",1
334,huaaahm,2023. 1. 9. 월요일.오늘의 첫끼이자 마지막 끼니..살 빠질까? ㅋㅋㅋ#햄버거 #야식 #스터디카페,"['#햄버거', '#야식', '#스터디카페']",7
335,borabear_baying,라인드로잉입니다피사체1개간단한 그림은스탠다드형배경x가격은8.000#햄버거#햄버거일러스트#카페인테리어#카페일러스트#그림#일러스트#사진그림#맛있는거그리기#감성그림,"['#햄버거', '#햄버거일러스트', '#카페인테리어', '#카페일러스트', '#그림', '#일러스트', '#사진그림', '#맛있는거그리기', '#감성그림']",7
336,stomach_endoscope,햄버거같이 내가 자주 먹는 애들에 대해선 내가 말을 너무 많이해서 이제 할 말도 없다… 그냥 말하지 않아도 내가 사랑한다는걸 알아주면 좋겠는데.. 장기연애에 로맨스가 빠지는것도 비슷한 맥락일까… 맨날 먹는거만 먹으니까 이제 점점 할말이 없어져서 나의위내시경보다 나의뇌CT 이런 느낌,[],44
337,g.s_2.5,#먹스타그램 #서울 #광나루 #버터버거 #햄버거오늘 가수 영상 틀어주는 타겟층이 예사홀로 확실한 햄버거집쇼케이스 금요일에 하는 룰 만들자👣230109✔️치즈베이컨토마토세트,"['#먹스타그램', '#서울', '#광나루', '#버터버거', '#햄버거오늘']",77
338,lotteria_sanggye,늘 저희 상계점을 이용해주시는 모든 고객님들 감사합니당 !!!☺️✨항상 요청사항에 좋은 말씀 해주셔서 저희는 텐션업해서 일한답니다..🤍오늘도 따뜻한 롯데리아 상계점🍔,[],28
339,artistyura,대만의 맥도날드는 🍔한국 케첩을 준다 by YURA.#햄버거 #냠냠 #맥도날드 #burger #hamburger #漢堡 #감자튀김 #frenchfries #薯條 #케첩 #ketchup #番茄醬 #friedchicken #mcdonalds #치킨 #닭다리 #炸雞 #韓國風 #韓風 #炸雞腿 #麥當勞 #taiwan #台灣 #대만 #맛있다 #好吃 #delicious #yammy,"['#햄버거', '#냠냠', '#맥도날드', '#burger', '#hamburger', '#漢堡', '#감자튀김', '#frenchfries', '#薯條', '#케첩', '#ketchup', '#番茄醬', '#friedchicken', '#mcdonalds', '#치킨', '#닭다리', '#炸雞', '#韓國風', '#韓風', '#炸雞腿', '#麥當勞', '#taiwan', '#台灣', '#대만', '#맛있다', '#好吃', '#delicious', '#yammy']",74
340,wantstudio_brows및wantstudio_smp,#슈퍼두퍼샌프란시스코 대표 버거집 슈퍼두퍼가 한국에도 최초로 오픈 했대요 ~🍔🍟🥤받자마자 먹고싶은 비쥬얼의 햄버거의 정석 느낌이었습니당 !미국 내츄럴 비프 인증 소고기패티로 만든 버거라 그런지 육즙이 가득해서 그런지 정말 맛있었어요 🥺많은 분들이 쉐이크와 함께 드시더라구요 쉐이크 비쥬얼 보고 콜라 시킨거 쪼오끔 후회😂#강남맛집#신논현맛집#햄버거#햄버거맛집#수제버거#스위트포테이토#강남핫플#먹스타#일상#서울맛집#월요일#점심메뉴,"['#슈퍼두퍼샌프란시스코', '#강남맛집', '#신논현맛집', '#햄버거', '#햄버거맛집', '#수제버거', '#스위트포테이토', '#강남핫플', '#먹스타', '#일상', '#서울맛집', '#월요일', '#점심메뉴']",46
341,lotteria_sanggye,고객님 리뷰는 항상 굳..🥺❤️롯데리아는 상계점 인정 !!!!🫶🏻✨심지어 많이 주문해 주신…🥹🍔항상 감사합니다 !!😍,[],23
342,bestmarketerc,"대단한 맛은 아니다.맛보다는 전략 면에서 보자면 실패할 것 같다.비싼 가격을 한번은 지불하는 관광객들은 한번 가본 관광맛집을 두번은 안간다. 이유는 가격 허들이 높기 때문에 안 먹어본 다른 음식을 택한다.매출이 하락할 때 흔히 하는 선택은 결국 신메뉴. 이전과 같은 방법으로 홍보하면 잠깐 반짝하지만 결국 하향 곡선을 탈거다.관광객을 잡았다면 그 다음은 지역민을 택해서 안정적인 매출구도를 만들어야 한다. 배달로 승부하자고 해도 단품 13,000원 가격은 비싸다.⠀ #매출전략#외식마케팅#외식업#외식업마케팅 #음식점마케팅#마케팅전략#마케팅컨설팅 #창업준비#창업교육#제주창업#창업마케팅 #햄버거#양가형제#제주햄버거","['#매출전략', '#외식마케팅', '#외식업', '#외식업마케팅', '#음식점마케팅', '#마케팅전략', '#마케팅컨설팅', '#창업준비', '#창업교육', '#제주창업', '#창업마케팅', '#햄버거', '#양가형제', '#제주햄버거']",13
343,_jung._.e__,맥도날드야 나는 이제 겨우 26살인데너랑 9년을 함께했네🫢이제 유니폼입을날 겨우3일 남았당이제진짜 마지막이라 생각하니까 조금 아쉽긴해...?ㅋㅋㅋㅋㅋ 그래도 퇴사 후회는 안해ㅋ^^난 단하루도 열심히 안한날이 없는것 같군유니폼입고 일할때만큼 다른일도 열정적으로 잘해내길 응원해줘 즐거웠다 다시는 유니폼 입지말자🍔🍟🥤 안 녕 👋🏻🫡세상출근샷 엄청 많네😳 당황여기저기맥도날드에서 만난 인연은 다 소중해퇴사해도 나랑 연락해죠 여러분🤍❤️#20140429 알바로시작해서 절대안한다던 매니저까지 이제진짜진짜안해...🫠이젠 손님으로 가야징 #맥도날드#매니저#알바#햄버거,"['#20140429', '#맥도날드', '#매니저', '#알바', '#햄버거']",104
344,yam_yam_banny,오늘의 얌얌은 #제스티살룬 이얌#전참시 #이영자 님 픽으로 유명한 제스티살룬을 가봤습니다! 💛쿠키왈 이제 인기가 식었다고 말했지만 대기가 17팀이었어요!😂주변에 대기할 곳이 넓지 않고 야외이므로 대기 예약한 후에 주변에 갈만한 곳을 생각한 후에 가도 좋을거 같아요! 주변에 플리마켓처럼 볼거리가 있긴하더라구요!이곳은 번이 맛있어요! 일반 프랜차이즈 번과는 다르게 폭신한 느낌이이에요☁️ 약간 겉은 오븐으로 한번 더 구워진 느낌입니다! 그래서 빵이 바삭해요메뉴 선택은 와사비를 잘 먹는다면! 와사비 쉬림프!🍤 와사비 잘 못먹지만 두툼한 새우패티가 먹고싶다면 와사비 적게 해서 먹어보세요!와사비 양을 선택할 수 있어요코 매운게 싫다면 제스티갈릭🧄을 선택하면 좋을거 같아요!감자튀김은 양이 많지 않아서 같이 먹기 좋을거 같아요🍟저희는 치즈 갈릭으로 먹었고 위에 올려지는 소스가 맛있었어요.감자 모양은 2가지 입니다!A 테이터 텃츠는 삼첩분식 감자 모양이고B 레귤러 컷은 기본 감자튀김 모양이예요.저희는 한입에 쏙 들어가는 테이터 텃츠로 먹었어요버거도 감자도 너무 맛있게 먹었어요😋❤️ 저는 고기패티가 살짝 느끼해서 쉬림프 픽💛 무조건 쉬림프!다음번엔 와사비 많이 해서 먹어보고 싶어요!!📌 재방문 의사:❤️❤️❤️❤️📌 영업시간: 11:30-21:00 (20:00 라스트 오더)월요일 휴무입니다 📍서울 성동구 서울숲4길 13 1층 제스티살룬#맛집 #성수맛집 #성동구맛집 #성수 #성수핫플 #성수맛집추천 #성수동맛집 #성수동핫플 #내돈내산 #쉬림프 #햄버거 #갈릭맛집 #와사비맛집 #감자튀김 #kfood #food #선팔 #좋반 #첫줄반사 #추천 #맞팔 #선팔맞팔 #서울맛집 #서울맛집투어 #서울맛집추천 #데이트 #데이트맛집,"['#제스티살룬', '#전참시', '#이영자', '#맛집', '#성수맛집', '#성동구맛집', '#성수', '#성수핫플', '#성수맛집추천', '#성수동맛집', '#성수동핫플', '#내돈내산', '#쉬림프', '#햄버거', '#갈릭맛집', '#와사비맛집', '#감자튀김', '#kfood', '#food', '#선팔', '#좋반', '#첫줄반사', '#추천', '#맞팔', '#선팔맞팔', '#서울맛집', '#서울맛집투어', '#서울맛집추천', '#데이트', '#데이트맛집']",15
345,parkzoeun,오늘저녁 🍔#햄버거“엄마 맛있어!!진짜맛있어!!!!” 하며 혼자 다 먹어준 우리밍재👏🏻잘먹으니 너무 이쁘네❤️#저녁 #하이빠다담 #삼형제 #아들셋 #쌍둥이 #아들맘 #에코보 #성심당,"['#햄버거“엄마', '#저녁', '#하이빠다담', '#삼형제', '#아들셋', '#쌍둥이', '#아들맘', '#에코보', '#성심당']",16
346,burgerily_delish,📍@breadmeatsbread 》🍔 _#burgerily #burgerilydelish #burger #burgers #burgersandfries #hamburger #burgerlovers #burgerclub #burgertime #delicious #yummy #delish #ハンバーガー #햄버거 #everydayisburgerday #umami #oishii #glasgow #edinburgh #scotland,"['#burgerily', '#burgerilydelish', '#burger', '#burgers', '#burgersandfries', '#hamburger', '#burgerlovers', '#burgerclub', '#burgertime', '#delicious', '#yummy', '#delish', '#ハンバーガー', '#햄버거', '#everydayisburgerday', '#umami', '#oishii', '#glasgow', '#edinburgh', '#scotland']",70
347,kmj_sm_hyj,오늘 상경해서 간만에 둠칫둠칫🎵🎶영기오빠껀 언제나 넘 신나고 즐거운데 넘나 힘들다....ㅋㅋㅋㅋㅋ저렇게 움직이면서 라이브하는 오빠가 새삼 대단쓰~~고생한다며 간식 사준 오빠 감사해여^^~ 노브랜드 버거 첨 먹어보는데 넘나 맛있음!!!! 잘 먹었습니다!!!!퇴근 후 떡볶이랑 취킨도 맛있게 잘 먹었어요~ 고맙쿄♡#상경 #오랜만에 #연습실 #둠칫둠칫 #연습 #즐겁나 #신난다 #힘들다 #대단해 #영기 #잘먹었습니다 #노브랜드 #햄버거 #감자튀김 #첫경험 #너무맛있어 #감사합니다 #퇴근후 #치킨 #떡볶이 #야식 #고맙쿄,"['#상경', '#오랜만에', '#연습실', '#둠칫둠칫', '#연습', '#즐겁나', '#신난다', '#힘들다', '#대단해', '#영기', '#잘먹었습니다', '#노브랜드', '#햄버거', '#감자튀김', '#첫경험', '#너무맛있어', '#감사합니다', '#퇴근후', '#치킨', '#떡볶이', '#야식', '#고맙쿄']",82
348,seo.ooky,햄버거가 먹고싶을때매다 찾는 케스터네츠 일반 프렌차이즈와 다르게 패티를 직접 손으로 쳐서 더 맛있었다.......#맛집#맛스타그램#햄버거#햄버거막집#수제버거#수제버거맛집#성수#서울숲#데이트#브란치#직장인#소통,"['#맛집', '#맛스타그램', '#햄버거', '#햄버거막집', '#수제버거', '#수제버거맛집', '#성수', '#서울숲', '#데이트', '#브란치', '#직장인', '#소통']",18
349,nq5_winter,#첫줄 #차쟁이 #차쟁이그램 #차성지 #차쟁이성지 #차쟁이의일상 #청주 #청주햄버거 #햄버거 #햄버거맛집 TEAM :카카오 스포티지 NQ5 정보방MEMBERS@jyeee__i@eee.dac@nq5sportage@_jeongmin_98@sportage_nq5_4wd@e._.evely@90_12.09@p.t_ragon@kkh1602@nq5_gunportage@zyuni_nq5@ahnzeroki @jy_mason28@9_JH.4@chani__nq5@soonki_91@woo_zx5000@min_sportage_f98@myung_syusyi@korean_tiger_21@bowler_mj@ahnzeroki@lhc728@jangstinn@jae_jun_l @dahong_g@cafe_coffee__cake_@raspberry_rb@nq5_winter@jjyoonnnnn__22@heelog_2,"['#첫줄', '#차쟁이', '#차쟁이그램', '#차성지', '#차쟁이성지', '#차쟁이의일상', '#청주', '#청주햄버거', '#햄버거', '#햄버거맛집']",43
