,ID,Contents,Tags,Likes,Scaled_Likes,Tag_count
0,mae_chelin,서울 5대 떡볶이 중에 한곳인 현선이네 20년전 포장마차에서 시작해서 많은 지점이 생긴 현선이네떡볶이 소주 맥주 판매하셔서 분식 에 술 마실수 있는 귀한 집 생맥주 있길래 시켰는데 생맥주 맛있어요 현선이네본점 우리집이랑 가까웠으면 맨날 혼술 했을듯 가깝지 않아서 다행이다 끓여먹는 즉석떡볶이 랑 학교앞 떡볶이 느낌의 판떡볶이로 2가지라 취향껏 선택 가능하고 판떡볶이는 밀떡볶이 에 매운맛 중간맛 순한맛으로 선택 가능한데 매운맛은 평소 엽떡 매운맛 먹는 저에게도 지인짜 매워욬생맥이 땡기는 맛떡볶이맛집 이지만 튀김 오뎅 순대 김밥 사이드도 다양해서 너무 좋아요 다 맛있지만 순대는 한번더 추가해서 먹었을 정도매장 웨이팅도 있고 포장도 많지만 홀 손님 이상으로 배달이 진짜 많던데 현선이네용산본점 가까우신 분들 너무 부럽서울 서울맛집 용산 용산맛집 용산역 용산역맛집 먜슐랭 먜슐랭용산 먜슐랭떡볶이,"#떡볶이, #현선이네, #현선이네떡볶이, #분식, #생맥주, #현선이네본점, #즉석떡볶이, #밀떡볶이, #떡볶이맛집, #튀김, #오뎅, #순대, #김밥, #현선이네용산본점, #서울, #서울맛집, #용산, #용산맛집, #용산역, #용산역맛집, #먜슐랭, #먜슐랭_용산, #먜슐랭_떡볶이",629.0,0.07387831806436458,23
1,_yamiyomi_,냉장고에 쟁여두고 먹고싶은 빨간 무침군만두 솔직히 여기는 이거 먹으러 가는거죠이수 애플하우스 즉석떡뽁이 맛집이지만 무침군만두가 워낙 유명해서무침만두 먹으러 가는곳 이미 너무 유명해서 아실분들은 다 아시겠지만 이집 무침군만두는 진짜 특별해요 달착지근 하면서도 살짝 매콤한게 무슨 마약을 발라논마냥 계속계속 생각나는맛 애플하우스 가면 이건 꼭  필수메뉴 입니다 즉떡은 기본 사리가 들어가는게 별로 없기때문에 사리를 취향껏추가해서 드시는걸 추천합니다 순대볶음은 처음 먹어봤는데 이것도 진짜 맛있었어요 향신료 향이 좀 나는 편이라 향신료에 엄청 예민하신 분들은취향을 탈것 같지만 기본값이 정말 맛있다는거이것도 추천하는 메뉴예요 애플하우스 이전하기 전부터 엄청 좋아하던 곳이였는데 이전하고서 장단점이 다 있는것 같아요 그래도 오래오래 맛있었음 좋겠는곳 애플하우스  서울 동작구 동작대로27다길 29 2층매일 10302100이수역 10번출구 무침만두 무침군만두 만두 양념만두 분식 분식맛집 분식집 떡볶이 즉석떡볶이,"#이수, #애플하우스, #무침만두, #무침군만두, #만두, #양념만두, #분식, #분식맛집, #분식집, #떡볶이, #즉석떡볶이",1053.0,0.12367864693446089,11
2,biteofyommy,대전 디저트 간판이 성심당이라면 떡볶이는 바로그집입니댜  바로그집  저장필수 대전데이트코스 요미쓰 떡볶이 인생 2n년 중 살면서 진 짜 처음 먹어본 양념맛이에요  친구랑 한 입씩 노나먹곤 둘 다 눈이 땡그래져서는 와 이건 진짜 예측할 수 없는 맛이라며      유일무이 온리원 을 외쳤다죠  약간 아이스크림 맛  몽글몽글 달달한 슬라임st 떡볶이류를 좋아하신다면 998 성공 같이 갔던 친구는 쏘쏘 였지만 요미는 호 호 짱 호 였움   이 집 뽀임트는 양념통에서 떡볶이랑 호형호제하던찐 둑한  김 말 이  임니댜  부먹도 인정한 맛  바로그집  대전본점  중앙로역 4번출구 348m 매일 1100  2100   매달 3번째 화요일 정기휴무    요미대전  양념도 따로 판매중 ,"#바로그집, #저장필수, #대전데이트코스, #바로그집, #요미_대전",1801.0,0.21153394409208365,5
3,g.yoooong_place,친구 수진을 태그하면 꼭 사줘야 하는 곳이 있습니다경기 성남시 수진역 근처에 위치한 떡볶이 전문점에 방문했습니다바로 오늘의 맛집 수진분식수진분식은 치즈가 들어가지 않았는데 치즈맛이 나는 떡볶이 맛집으로 알려진 곳인데요치즈가 들어가지 않았는데 치즈 맛이 나는 떡볶이가 너무 궁금해서 방문하게 되었습니다떡볶이그 유명한 치즈맛이 나는 쫀득한 쌀떡볶이입니다약간 꾸덕한 떡볶이 소스가 정말 맛있었는데요찐득하고 적당히 고소한 맛에 떡볶이 특유의 매콤한 맛이 정말 맛있었습니다제 고향 대전의 바로그집 떡볶이와 비슷하면서덜 느끼하고 약간 더 매콤한 느낌의 맛이라서개인적으로는 더 괜찮더라고요김말이 계란기본으로 김말이와 계란이 들어있지만무조건 추가해서 먹어야 합니다왜냐면 지리게 맛있기 때문이거든요이렇게 맛난 소스에 김말이와 계란이 들어가니 더욱더 맛있었습니다경기 성남시 수진역 근처에 방문할 일이 있다면 수진분식을 추천드립니다메뉴정보메뉴떡볶이 4500김말이튀김2개 1500순대 4000김밥 3000어묵3개 3000쫄면 6000라면 4000계란2개 1500경기성남시 수진분식경기 성남시 중원구 산성대로 2045 F동 1516호 수진분식매일 10152000  LO 1940매주 화요일 휴무Tel 0317550226불펌 및 크롤링 금지 굥플레이스굥플경기 굥플성남시 굥플수진역,"#수진분식수진분식은, #떡볶이그, #김말이, #계란기본으로, #굥플_경기, #굥플_성남시, #굥플_수진역",1403.0,0.16478740897345548,7
4,mukpresident, 쌀떡볶이파 국민 주목친애하는 국민여러분 먹통령입니다오늘 저희가 회담을 나눌 곳은 홍반장떡볶이 입니다신림역 7번출구에 위치한 이곳 포장마차는신림에 쫌 살았다하면 다 아는 신림떡볶이 찐맛집입니다신림역 한복판에 쌀떡볶이 장인님이 자리하고 계십니다 매콤한 쌀떡볶이 도저히 침착해질 수 없는 맛과 비주얼입니다 학교 앞 분식집에서 파는 떡볶이 소스여서 떡을 하나씩 찍어먹는 순간 추억을 먹는 느낌입니다 말랑말랑한 떡과 걸쭉한 소스의 조합이 정말 최고입니다 떡이 쫄깃탱탱해서 자꾸 이빨에 달라붙어요 떡너의 식감 아직도 그리워추억의 꼬마김밥도 무조건 츄라이하세요 김밥을 떡볶이소스에 적셔주면 지인짜 마시씀니다 이게 바로 4000원의 행복인가봐김말이 오징어 계란튀김 픽 해주면 완벽 그리고 사장님이 왕친절하신게 킬뽀신림역 7번출구 라인에 떡볶이 포장마차가 쭈욱 이어져 있는데 떡볶이덕후라면 한 번 쭉 훑고 올만 합니다 국민여러분 이곳은 다시 안가면 죽을 것 같은 떡볶이집입니다 떡지순례 제대로 하고 싶은 떡후국민들은 이곳 홍반장떡볶이를 꼭 방문해보시길 바랍니다매장 홍반장떡볶이위치 신림역 7번출구 앞메뉴 떡볶이4000꼬마김밥3줄2000튀김2500먹통령신림 신림맛집 신림역맛집 서울대입구맛집 쌀떡볶이 떡볶이맛집 서울떡볶이맛집 포장마차떡볶이 분식맛집 가성비맛집,"#홍반장떡볶이, #먹통령_신림, #신림맛집, #신림역맛집, #서울대입구맛집, #쌀떡볶이, #떡볶이맛집, #서울떡볶이맛집, #포장마차떡볶이, #분식맛집, #가성비맛집",2633.0,0.3092553441390651,11
5,fatboy_matsta,사장님 이렇게 싸고 많이 퍼주시면 남는게 있나요 인천구월로데오 분식 레전드 까치네떡볶이 소개드립니다폭신폭신 시몬스침대급으로 입안이 황홀해지는 계란말이김밥 그리고 달짝지근하면서 매콤하게 스트레스 풀어주는 떡볶이로 헛헛한 마음 달래주고왔습니다 인천 구월동에서 모르면 간첩일 정도로 유명한 까치네 떡볶이의 계란말이 김밥은 너무나도 황홀 그 자체였습니다 계란을 길게 부쳐서 돌돌 말다보니 겹겹이 쌓인 계란층을 씹는 식감이 재밌으면서도 너무나도 고소하고 맛있었습니다 게다가 가격은 또 3000원 밖에 안해서 놀랍습니다 요즘 계란값 진짜 비싼데 가성비도 너무 좋은것 같아요 그리고 떡볶이와의 궁합이 너무 좋고 사장님께 계란말이김밥에 떡볶이 소스 뿌려달라고하면 뿌려주시니까 같이 찍어먹어도 너무너무 맛있습니다 떡볶이는 양도 정말 많고 학교앞에서 먹던 분식 떡볶이 맛이 생각나는 맛이에요 김밥과의 궁합이 기가막히니 꼭 주문하셔요  매장  까치네떡볶이 주소  인천 남동구 구월동 140929 떡볶이  3000원 계란말이 김밥  3000원펫보이인천 인천맛집 남동구맛집 인천데이트 구월동맛집 인천터미널맛집 인천터미널역맛집 구월맛집 구월데이트 구월로데오맛집 인천분식 인천분식집 인천김밥 떡볶이 김밥 인천핫플 떡볶이맛집 김밥맛집 foodporn foodpics,"#까치네떡볶이, #펫보이_인천, #인천맛집, #남동구맛집, #인천데이트, #구월동맛집, #인천터미널맛집, #인천터미널역맛집, #구월맛집, #구월데이트, #구월로데오맛집, #인천분식, #인천분식집, #인천김밥, #떡볶이, #김밥, #인천핫플, #떡볶이맛집, #김밥맛집, #foodporn, #foodpics",2600.0,0.305379375146817,21
6,mat_gozip,저장 각 쌔게 나오는 비주얼의 구슬떡볶이떡볶이에 진심인 치킨집 치킨매니아에서등장한 뜨끈한 신상 구슬떡볶이새빨간 양념에 반짝반짝 빛이 나는구슬 떡이 듬뿍 들어가 있는데 떡볶이를보고 아름답다라는 말을 처음 해봤어요숟가락으로 국물이랑 같이 떠먹어보면매콤 달콤한 양념과 쫀득한 떡이 진짜미쳤고 역대급 떡볶이였어요부산에서 유명한 떡볶이라고 하는데이제 전화 한 통화면 먹을 수 있다니치킨매니아 정말 사랑합니다같이 시킨 순살치킨도 간도 딱 좋았고꾸덕한 떡볶이 소스에 찍어 먹으면진짜 겁나 맛있어요떡볶이치킨감튀까지 2만원이 안 넘다니진짜 찐 가성비 맛집인 것 같아요치킨매니아  덕천점주소부산 북구 덕천2길 239 1층메뉴구슬떡볶이순살치킨감튀세트 19900운영시간 일목요일 1500  2400금 토요일 1400  0200부산맛집 덕천맛집 덕천동맛집 부산떡볶이 부산떡볶이맛집 부산치킨맛집 부산치킨 치킨추천 치킨스타그램 배달음식 배달치킨 치킨맛집 떡볶이맛집 배달떡볶이 떡볶이맛집 야식추천 야식메뉴추천 치킨 떡볶이 먹스타그램 먹소통 맛스타그램 맛소통 먹팔,"#치킨매니아, #부산맛집, #덕천맛집, #덕천동맛집, #부산떡볶이, #부산떡볶이맛집, #부산치킨맛집, #부산치킨, #치킨추천, #치킨스타그램, #배달음식, #배달치킨, #치킨맛집, #떡볶이맛집, #배달떡볶이, #떡볶이맛집, #야식추천, #야식메뉴추천, #치킨, #떡볶이, #먹스타그램, #먹소통, #맛스타그램, #맛소통, #먹팔",141.0,0.01656095842142354,25
7,food._.oz,줄 서서 먹어야하는 즉석떡볶이가 있다입짧은햇님에게 극찬을 받은 즉석떡볶이 맛집 입분식가정집이에요간판부터 인테리어까지 가게 이름처럼집에서 떡볶이를 먹는 정겨운 느낌이였어요우삼겹떡볶이 비주얼부터 대박인데새빨간 떡볶이에 불향을 입힌차돌이 듬뿍 올라가 있어요떡볶이 국물은 매콤달달하고 고소한차돌이랑 너무 잘 어울렸어요떡은 엄청 쫄깃쫄깃하고 같이 나오는달걀을 국물에 으깨서 먹어도 맛있고주먹을 시켜서 비벼 먹어도 꿀맛이에요송파구 입분식가정식 주소서울 송파구 오금로18길 10 2층메뉴가격우삼겹떡볶이 24000원스팸마요주먹밥 4000원한우소대창떡볶이 26000원운영시간매일 11302100떡볶이 떡볶이맛집 떡볶이맛집추천 송파 송파맛집 송파구맛집추천 송파구카페 송파나루역 송파나루역맛집 송파나루역맛집추천 송파나루역카페 서울떡볶이 서울떡볶이맛집 서울맛집 맛스타그램 먹방스타그램 맛팔 먹팔 맛소통 좋아요 좋반 소통,"#입분식가정식, #떡볶이, #떡볶이맛집, #떡볶이맛집추천, #송파, #송파맛집, #송파구맛집추천, #송파구카페, #송파나루역, #송파나루역맛집, #송파나루역맛집추천, #송파나루역카페, #서울떡볶이, #서울떡볶이맛집, #서울맛집, #맛스타그램, #먹방스타그램, #맛팔, #먹팔, #맛소통, #좋아요, #좋반, #소통",107.0,0.012567535823349777,23
8,food__some,떡볶이 국물에 빠진 만두 인천 3대 떡볶이라고 불릴만한 맛이에요인천얼레꼴레만두모녀떡볶이 남동공단떡볶이와 어깨를 나란히 하는 집이에요 국물떡볶이에 후추를 팍팍 뿌린 다음에 만두를 적셔 먹는게 포인트 만두는 속에 당면이 가득 들어있어서 부두러워요 숟가락으로 국물과 만두를 함께 퍼먹으면 세상 행복함 말랑한 밀떡은 말해 뭐해요 강경 꾸덕파인데 이런 국물떡볶이라면 대환영 떡볶이 좋아하면 믿고 가보세요얼레꼴레만두인천 미추홀구 한나루로 420 월드타워 1층 114호푸썸인천,"#인천, #얼레꼴레만두모녀떡볶이, #푸썸_인천",789.0,0.09267089499647639,3
9,fntlvj99,반반이 떡볶이떡볶이 밀키트떡볶이 맛집떡볶이 정착캠핑장 요리영월 느티나무 캠핑장재주문  냉장고 터져나가도 쟁여야겠음,"#반반이, #떡볶이, #떡볶이, #떡볶이, #캠핑장, #영월",0.0,0.0,6
10,ariarihj0320,20230109월요일08일 19시 20분 단식 시작 공복  17시 10분 아침운동스쿼트 125번만보걷기 완료디저트디너붕어빵떡볶이삶은 계란1840 식사완료 단식 시작매일 기록하는 습관들이기식단일기식단기록간헐적단식다이어트일기다이어트식단다이어트댄스다이어트매일홈트매일만보홈트 만보디너 저녁집밥 계란떡볶이붕어빵먹부림붕세권일상기록집떡볶이삶은계란홈메이드쿡먹스타그램집밥스타그램휴일스타그램일상스타그램데일리스타그램,"#스쿼트, #만보걷기, #식단일기, #식단기록, #간헐적단식, #다이어트일기, #다이어트식단, #다이어트댄스, #다이어트, #매일홈트, #매일만보, #홈트, #만보, #디너, #저녁, #집밥, #계란, #떡볶이, #붕어빵, #먹부림, #붕세권, #일상기록, #집떡볶이, #삶은계란, #홈메이드쿡, #먹스타그램, #집밥스타그램, #휴일스타그램, #일상스타그램, #데일리스타그램",3.0,0.00035236081747709656,30
11,parler_k,냉장고파먹기의끝은어디인가 떡볶이예쁜 동생이 보내준 새해맞이 떡국떡남은 한줌과 냉장고에 주무시던 오뎅볶음 파 냉동실 만두도 불러냄 1월 4일  역시 빡친 날에는 떡볶이,"#냉장고파먹기의끝은어디인가, #떡볶이예쁜",0.0,0.0,2
12,j_daily0906,음식간식광고자세한 정보 및 링크navermeFyeMT5Lg,"#음식, #간식, #광고..자세한",5.0,0.0005872680291284943,3
13,samwon_sign,서울서울시강남강남구개포동래미안오마뎅오뎅오뎅바떡볶이꼬마김밥김밥졸맛탱간판채널간판시트지어닝아크릴갈바레이져타공광고현수막바,"#서울, #서울시, #강남, #강남구, #개포동, #래미안, #오마뎅, #오뎅, #오뎅바, #떡볶이, #꼬마김밥, #김밥, #졸맛탱👍., #간판, #채널간판, #시트지, #어닝, #아크릴, #갈바, #레이져, #타공, #광고, #현수막, #바, #🌻",4.0,0.0004698144233027954,25
14,chaerin4469,당일출고 스웨이드 롱 라운드 부츠 3cm올 겨울은 롱부츠 코디에 도전하시는 분들이왠지 더 많아지신 것 같아요신을수록 더 매력적인 코디 아이템저도 완전 빠져버렸어요데일리템이 되어버림    어디에나 잘 어울리는 부츠 하나면 코디 고민 끝겨울 부츠 욕심이 많아지면서은근 다양한 디자인들을신어봤던 것 같아요신어보며 느꼈던 점이역시 부츠는 지퍼가 있어야해 일단 지퍼가 있어야 빠르고 편하게신고 벗고 탈착화가 용이해서자주 손이 가더라구요어떤 곳 어떤 무드에서도 활용하기 좋은 실용적인멋을 더한 여자구두 소개해요 상품 문의나 구매는 프로필 하단의 링크를 클릭 해주세요여성롱부츠라인업슈롱부츠통넓은롱부츠롱부츠여성여성로드언셀부츠여성부츠웨스턴부츠이 포스팅은 쿠팡 파트너스 활동의 일환으로 이에 따른 일정액의 수수료를 제공받습니다패션데일리룩 종로네일 핑크네일 광교눈썹문신 패션디자인 기념일케이크 성남동카페 미대생 커플링추천 파우더네일 화성눈썹문신 떡볶이 상수카페 거실테이블 아기방소품 합성동카페 오오티디룩 낙지 여자친구선물 베르사체,"#여성롱부츠, #라인업슈, #롱부츠, #통넓은롱부츠, #롱부츠여성, #여성로드언셀, #부츠, #여성부츠, #웨스턴부츠.이, #패션, #데일리룩, #종로네일, #핑크네일, #광교눈썹문신, #패션디자인, #기념일케이크, #성남동카페, #미대생, #커플링추천, #파우더네일, #화성눈썹문신, #떡볶이, #상수카페, #거실테이블, #아기방소품, #합성동카페, #오오티디룩, #낙지, #여자친구선물, #베르사체",0.0,0.0,30
15,jonghyeobbag,떡볶이저녁엔 떡볶이가 먹고 싶다는 딸랑이들 말씀에 뚝딱나도 가게 마치고 떡볶이에 소주 먹어야긋네,#떡볶이저녁엔,8.0,0.0009396288466055908,1
16,kwangbubeer,뜨끈뜨끈해서더 맛있는국물 라볶이아 진짜 이거 맛있는데소주 안주로도 좋고맥주 안주로도 최고 먹방 먹스타그램 금요일 불금 먹스타 먹팔 좋아요 떡볶이 라볶이 금요팅 주말 꿀주말 맞팔 선팔 jmt 광부맥주 맥주맛집 안주맛집 핫플,"#먹방, #먹스타그램, #금요일, #불금, #먹스타, #먹팔, #좋아요, #떡볶이, #라볶이, #금요팅, #주말, #꿀주말, #맞팔, #선팔, #jmt, #광부맥주, #맥주맛집, #안주맛집, #핫플",11.0,0.0012919896640826874,19
17,mooncococo,남도분식x어설랑 떡볶이어묵탕남도분식 떡볶이와 하얀어묵탕추운겨울 집에서 긴편하게 갓벽한 구성116월 1700 모바일 라이브httpsshoppinglivekakaocomlive6203inputchannelid4119refliveshare남도분식 떡볶이 신상 어묵탕 밀키트 HMR카카오 라이브방송 skstoa에서만나요,"#남도분식, #떡볶이, #신상, #어묵탕, #밀키트, #HMR, #카카오, #라이브방송, #skstoa에서만나요",0.0,0.0,9
18,ooang40,우유떡볶이 우유고추장떡볶이고소하고맛있는 떡볶이 별미요리,"#우유떡볶이, #우유고추장떡볶이고소하고맛있는, #떡볶이, #별미요리",2.0,0.0002349072116513977,4
19,bon_appetit_._77,떡볶이 최강자 동대문 엽기떡볶이올해 1월 2일에 엽기 떡볶이 세트메뉴가 리뉴얼 됐다는 소식에 이건 먹어야지 하고 주문했습니당 게다가 엽떡앱을 이용해 방문 포장시 3000원 할인이 가능하다고 해요 제가 주문한건 실속세트 17500 오징어 튀김1개 1000 입니다방문 포장 할인을 받아 15500원에 3명이서 먹고도 남았어요  일인당 5000원도 안드는 거잖아 엄마는 어묵러버  오빠는 떡 러버 저는 둘다 사랑하기 때문에 엽떡 반반으로 시켰습니당  어묵 떡 둘 다 포기 못해 맵찔이라 착한맛 셀프 주먹김밥은 이미 심플하지만 너무 맛있어서 계속 손이 가는건 다 아는 사실튀김은 오징어 튀김이 정말 맛있었어요  이렇게 쫄깃쫄깃한 오징어라니 야채튀김도 작아서 두개 넣어주시는 센스 이렇게 통통한 김말이도 넘나 오랜만 남은건 소분해놓고 내일도 먹어야쥐이 모두들 엽떡 앱 깔고 방문 포장해서 3000원 할인 받으세요 먹스타그램 먹스타 먹방 먹팔 먹팔맞팔 먹팔환영 맛집맛집추천맛집스타그램 맛집탐방맛집투어서울맛집 먹부림 food foodstagram likeforlikes followforfollowback 좋반 맞팔환영맞팔 좋아요 좋아요반사 떡볶이엽기떡볶이동대문엽기떡볶이 실속세트,"#먹스타그램, #먹스타, #먹방, #먹팔, #먹팔맞팔, #먹팔환영, #맛집, #맛집추천, #맛집스타그램, #맛집탐방, #맛집투어, #서울맛집, #먹부림, #food, #foodstagram, #likeforlikes, #followforfollowback, #좋반, #맞팔환영, #맞팔, #좋아요, #좋아요반사, #떡볶이, #엽기떡볶이, #동대문엽기떡볶이, #실속세트",22.0,0.002583979328165375,26
20,yoom_table,       일주일에 몇번은 먹는 떡볶이  떡볶이 치즈떡볶이 분당떡볶이 우리집          아침메뉴     야식 ,"#떡볶이, #치즈떡볶이, #분당떡볶이, #우리집, #집밥, #홈쿡, #쿡스타그램, #요리스타그램, #집순이, #홈밥, #홈스타그램, #맛스타그램, #먹스타그램, #아침메뉴, #점심, #맛점, #저녁, #맛저, #야식, #윰테이블",14.0,0.001644350481559784,20
21,blue_sky119,떡볶이 애정은 줄일 수가 없네만보걷기 걷스타그램20230105,"#떡볶이, #만보걷기, #걷스타그램, #20230105",70.0,0.00822175240779892,4
22,siyunis_freedom,오늘 우리집 간만에 분식떡볶이 좋아하는 예비고3 수험생과 예비고딩을 위해 떡볶이 어묵꽂이 고용량 탄수화물 섭취와 함께할 땐푸로틴워터20 다시팩으로 우린 육수에 어묵추가어묵국물로 떡볶이 만들면 더 맛나용역시 울엄마표 고추장에 만든 떡볶이는먹고나서 거북하지 않고 좋으네용홈메이드 간식 소울푸드 쌀떡볶이디톡스예정 먹는오일 레몬오일 아티스트리,"#분식떡볶이, #떡볶이, #어묵꽂이, #푸로틴워터20, #홈메이드, #간식, #소울푸드, #쌀떡볶이, #디톡스예정, #먹는오일, #레몬오일, #아티스트리",3.0,0.00035236081747709656,12
23,jeongkwanho,가을풍경 화가촌취미미술학원정순연회원 작품교육의도유화의 성질을 파악하고 전체적인 색감을 통하여  과정의 순서에 맞게 그려본다배경 부분 표현기법과  완성도와 밀도를 올리는데 목적을둔다교육내용 유화표현과정재료10호작가명 정순연회원작지도 정관호화가촌 취미미술 학원 0533246989유튜브TV 야외로Art  지도교수 정관호  3539대한민국미술대전심사위원 한국미술진흥위원회위원장 네이버인물정보 화가정관호공식카페 대구화실 대구취미미술 대구칠곡화실 화가정관호 화가촌취미미술학원 가을 풀 대추 떡볶이 밥 설경가을풍경 소나무,"#가을풍경, #화가촌취미미술학원★정순연회원, #유화표현과정●재료:10호●작가명:, #화가촌, #취미미술, #야외로Art, #지도교수, #정관호, #35, #한국미술진흥위원회위원장, #화가정관호""공식카페, #대구화실, #대구취미미술, #대구칠곡화실, #화가정관호, #화가촌취미미술학원, #가을, #풀, #대추, #떡볶이, #밥, #설경, #가을풍경, #소나무",3.0,0.00035236081747709656,24
24,inyoung_525,내가만든 요리 떡볶이 일상,"#내가만든, #요리, #떡볶이, #일상",5.0,0.0005872680291284943,4
25,rei3e_,I loved this Ill maybe try tteok next time tteokbokki streetfood koreanfood 떡볶이,"#tteokbokki, #streetfood, #koreanfood, #떡볶이",4.0,0.0004698144233027954,4
26,mimong_house,미몽하우스 홈브런치미몽이보다 형아들 엄마들과 함께 한 아들 엄마들의 이야기배울 점이 많고 즐거웠던 수다의 시간리코타치즈리가티파스타스콘떡볶이아들엄마맘껏뛰렴,"#미몽하우스, #홈브런치미몽이보다, #리코타치즈, #리가티파스타, #스콘, #떡볶이, #아들엄마, #맘껏뛰렴",70.0,0.00822175240779892,8
27,heesookko,자유부인 마지막 날은 북적북적하게 보내본다밥 사줄랬더니 포장마차 분식 고르는 그녀떡볶이 튀김 순대 꼬마김밥까지 알차게 묵고스타벅스 쳐돌이는 또 스타벅스 가서 커피랑 디저트몇시간을 떠들어도 모자란 우리의 수다내친구 액션라디오 2월에 또보장저녁은 핑클 모임 독일 다녀오고 첨으로 배달음식이 아닌 상을 차려 초대해봄입장료는 와인으로라끌렛 준비를 한두번 해본게 아닌데준비한 모든 재료를 소진한 모임은 첨이다담엔 더 많은 양을 준비해서 모여야할듯 알차게 보낸 3일서연아 여름캠프도 또 갈거지자유부인day3 먹스타그램 생크림카스텔라 샐러드술스타그램 와인,"#분식, #떡볶이, #튀김, #순대, #스타벅스, #라끌렛, #자유부인day3, #먹스타그램, #생크림카스텔라, #샐러드, #술스타그램, #와인",14.0,0.001644350481559784,12
28,messi_noona,부산 야경과 함께하는떡볶이 맛집상국이네해운대 에서 잘 놀고 먹고 갑니다맛스타  먹스타 맛스타그램 먹팔 맛집스타그램 냠냠 먹부림 푸드스타그램 꿀맛 맛있다 맛있다그램 먹스타맞팔일상스타그램 일상 데일리 소통 맞팔 좋아요 선팔 좋아요반사 셀카 팔로우 셀피 인친 좋반 선팔하면맞팔 셀스타그램,"#부산, #떡볶이, #해운대, #맛스타, #먹스타, #맛스타그램, #먹팔, #맛집스타그램, #냠냠, #먹부림, #푸드스타그램, #꿀맛, #맛있다, #맛있다그램, #먹스타맞팔, #일상스타그램, #일상, #데일리, #소통, #맞팔, #좋아요, #선팔, #좋아요반사, #셀카, #팔로우, #셀피, #인친, #좋반, #선팔하면맞팔, #셀스타그램",55.0,0.006459948320413437,30
29,kingbear.toppoki,곰하전날 밤 부터 내리던 비는 오늘까지도 조금씩 내리고 있습니다겨울이지만 가을 같은 느낌이 드네요비가 오는 날은 문을 활짝 열어두어도 오시는 분들이 많이 없어요비가 오면 나서기 쉽지않으니까요 그래도 찾아주실 손님들을 위해 따뜻하게 기다리고 있겠습니다흐린날 빨간떡볶이는 항상 보온ON 쌀쌀해지는 날씨 감기조심하세요비오는날 고강동 고강동분식 왕곰분식 떡볶이 순대 어묵 튀김곰사장 감기조심하세요,"#비오는날, #고강동, #고강동분식, #왕곰분식, #떡볶이, #순대, #어묵, #튀김, #곰사장, #감기조심하세요",10.0,0.0011745360582569885,10
30,hanammanager,배달의민족입점대용량음료 부터 디저트 까지 메뉴가 진짜진짜 많아다음에 와플이랑 커피도 마시러 또 가야지봉명동내커피하남미사점 경기도 하남시 망월동 12016 050420154856 일목  11002300  금토  11002400 배달환영봉명동내커피하남봉명동내커피로투스버터토스트까르보나라떡볶이떡볶이하남커피하남카페하남디저트하남토스트하남맛집미사맛집디저트맛집배달카페배민디저트배달가능배달맛집포장맛집하남배달하남배달맛집하남배민맛집배민맛집하남배민배달의민족,"#배달의민족입점, #대용량음료, #디저트, #봉명동내커피하남미사점, #봉명동내커피, #하남봉명동내커피, #로투스버터토스트, #까르보나라떡볶이, #떡볶이, #하남커피, #하남카페, #하남디저트, #하남토스트, #하남맛집, #미사맛집, #디저트맛집, #배달카페, #배민디저트, #배달가능, #배달맛집, #포장맛집, #하남배달, #하남배달맛집, #하남배민맛집, #배민맛집, #하남배민, #배달의민족🛵",2.0,0.0002349072116513977,27
31,joo_jeongyeon,금요일 점심은 즉떡이지다들 맛점하셨나요,,757.0,0.08891237961005403,0
32,gimboeun222,오늘 점심은 분위기있게 좋은 분들이랑 일기장 출근 기아 기아자동차 기아카마스터 기아빛고을대리점 광주 신차출고 신차계약 차량인도 차량시승  아침메뉴 분식 참치김밥 치즈라면 떡볶이 물만두 저녁메뉴 국밥 현대옥 볼링 볼린이 신갠지,"#일기장, #출근, #기아, #기아자동차, #기아카마스터, #기아빛고을대리점, #광주, #신차출고, #신차계약, #차량인도, #차량시승, #아침메뉴, #분식, #참치김밥, #치즈라면, #떡볶이, #물만두, #저녁메뉴, #국밥, #현대옥, #볼링, #볼린이, #신갠지",2.0,0.0002349072116513977,23
33,aengzuu,먹고싶다 덕복희지금 당장,,19.0,0.0022316185106882784,0
