,0,1,2,3
0,cafe_flowmood,겨울이니깐요! 넉넉히 10시까지!! 🥞 평일 13:00 - 22:00🥞 주말 13:00 - 21:00🥞 매주 목요일 휴무.오시는데 참고 부탁드립니다.,[],143
1,tamatama0820_,"1月6日、""CAFE. and BAR WHEN""で締めパフェ！　　札幌市中央区南5条西6丁目ニュー桂和ビル5階【 CAFE. and BAR WHEN 】　@cafe_.and_bar_when   クロッフルパルフェ ストロベリー ¥1,200  コーヒー　　　　　　　　　　　　¥  500  チャージ料　　　　　　　　　　　¥  500　　""CAFE. and BAR WHEN""で締めパフェ！　食べたかった""クリームチーズイタリアンプリンケーキ""は売り切れだったので、食べたのは""クロッフルパルフェ ストロベリー""🍓。　甘さ控えめのアイスの上に甘酸っぱいイチゴをのせ、グラスの中には🇫🇷の発酵バターを使用したクロッフルがゴロゴロ入っていて…底の方にもタップリの🍓とイチゴのソースも… 締めパフェに程良いサイズ感と甘さで美味しかった💯　　#cafeandbarwhen #when #パフェ #いちご #クロッフル #コーヒー #カフェ #札幌カフェ #札幌スイーツ #札幌グルメ #すすきのグルメ #parfait #strawberry #croffle #coffee #cafe #bar #파르페 #딸기 #크로플 #커피 #카페 #바","['#cafeandbarwhen', '#when', '#パフェ', '#いちご', '#クロッフル', '#コーヒー', '#カフェ', '#札幌カフェ', '#札幌スイーツ', '#札幌グルメ', '#すすきのグルメ', '#parfait', '#strawberry', '#croffle', '#coffee', '#cafe', '#bar', '#파르페', '#딸기', '#크로플', '#커피', '#카페', '#바']",74
2,foodie_in_the_closet,"이번주 사당 꼭 오셔야하는 이유🔥단짠단짠 브라운치즈+아이스크림 크로플,, 찢었다 <시너리>사당의 명물. 아이스크림 크로플 4층탑 들어보셨나요?디저트 좀 드셨다 하신 분들 다 아는!! 바로 그곳입니다ㅜ쫀쫀하고 찐한 <바닐라아이스크림>자체가 존맛인데,,메이플시럽에 빠삭쫄깃하게 구워낸 크로플 위에 쾅쾅ㅜ꼬소한 브라운치즈 아낌없이 폭탄으로 뿌려주셔서🤦‍♂️단짠단짠 최강보스. 레알 존맛이라 극락행 열차에요..만원대에 아이스크림도 일케 많다니  혜자 그잡채 ㅜ마시멜로우 올라간 초코라떼도 고급진 맛이라 추천✌️#사당맛집 #사당역맛집 #사당데이트 #이수맛집#이수역맛집 #크로플 #와플맛집 #아이스크림맛집","['#사당맛집', '#사당역맛집', '#사당데이트', '#이수맛집', '#이수역맛집', '#크로플', '#와플맛집', '#아이스크림맛집']",3204
3,crashop_wonju,2023년 1월 11일 수요일 라인업입니다~~🥐🥐#원주맛집 #원주혁신도시 #원주빵지순례 #원주혁신 #빵 #빵집 #크루와상 #수요일 #간식 #선물#크라상점원주혁신 #리얼버터#주말간식 #크로플#흑당#원주빵집#원주혁신도시맛집 #크라상점#원주크라상점 #크로와상 #앙버터 #감사선물 #크러핀맛집 #예약전화(033-734-5982) #디저트맛집 #가심비#가성비빵집 #새해선물 #단체예약 #예약가능,"['#원주맛집', '#원주혁신도시', '#원주빵지순례', '#원주혁신', '#빵', '#빵집', '#크루와상', '#수요일', '#간식', '#선물', '#크라상점원주혁신', '#리얼버터', '#주말간식', '#크로플', '#흑당', '#원주빵집', '#원주혁신도시맛집', '#크라상점', '#원주크라상점', '#크로와상', '#앙버터', '#감사선물', '#크러핀맛집', '#예약전화(033-734-5982)', '#디저트맛집', '#가심비', '#가성비빵집', '#새해선물', '#단체예약', '#예약가능']",7
4,fufu_coffee_jincheon,#푸푸커피진처점 오늘.#딸기생크림크로플 🍓🥐#브라운치즈크로플 🧀🥐날이네요❗️😍..#푸푸커피 🍮는 매일 오전 #우유생크림 🥛을 직접 #수제제조 하여 #크로플 🥐에 쓰고 있구요‼️.#브라운치즈 는 크리미하면서 카라멜향이 있는 #노르웨이산 #자연치즈 🧀를 쓰고 있어요‼️.꼭 드셔 보셔요😋감사합니다🙏..#카페 #카페투어 #예쁜카페 #대구맘카페 #대구카페 #신상카페 #달서구맛집 #달서구카페 #월성동맛집 #월성동카페 #상인동카페 #상인동맛집 #대구데이트코스 #진천동카페 #진천동맛집 #카페인테리어 #카페스타그램 #커피맛집#종로서적라온센텀점 #종로서적,"['#푸푸커피진처점', '#딸기생크림크로플', '#브라운치즈크로플', '#푸푸커피', '#우유생크림', '#수제제조', '#크로플', '#브라운치즈', '#노르웨이산', '#자연치즈', '#카페', '#카페투어', '#예쁜카페', '#대구맘카페', '#대구카페', '#신상카페', '#달서구맛집', '#달서구카페', '#월성동맛집', '#월성동카페', '#상인동카페', '#상인동맛집', '#대구데이트코스', '#진천동카페', '#진천동맛집', '#카페인테리어', '#카페스타그램', '#커피맛집', '#종로서적라온센텀점', '#종로서적']",73
5,mogoomteo,경기도 양평 카페에서 주문해주신크로플 모형이에요🧇⠀⠀⠀사진의 제품 태그를 클릭하시면모형을 구매하실 수 있어요🤎,[],24
6,snowing_coffee,안녕하세요 여러분 ㅎㅎㅎ오늘 너무 정신이 없어서 이제야 업로드 하네요🥲카페쇼를 관람하시고 방문해주시는 손님분들이 유독 많았던 하루 같습니다 ㅎㅎ커피를 좋아하시는분들이 더 맛있게 드셔주시고 인정해 주시니 더 뿌듯할 따름입니다 ㅎㅎ저희 스노잉 하면 연말이랑 제일 찰떡이에요 ㅎㅎ저녁 분위기 끝내주는거 아시져???이번 연말도 따뜻하고 아늑한 스노잉에서 도란도란 몽글몽글 갬성 함께 느껴보아요☺️☃️❄️메뉴 교육 컨설팅 진행중 입니다 ㅎㅎ자세한 문의사항은 DM주세요 ㅎㅎ#아인슈페너 #아인슈페너맛집 #크로플 #크로플맛집 #경리단길카페 #이태원카페 #한남동카페 #한남동맛집 #해방촌카페 #카페투어 #서울카페추천 #비엔나커피 #크림커피 #크림라떼,"['#아인슈페너', '#아인슈페너맛집', '#크로플', '#크로플맛집', '#경리단길카페', '#이태원카페', '#한남동카페', '#한남동맛집', '#해방촌카페', '#카페투어', '#서울카페추천', '#비엔나커피', '#크림커피', '#크림라떼']",765
7,cafe_danmi,.”오늘도 단미☕️하세요~“제철 과일 가득 담은 크로플 세트 입니다̊̈☺️ #카페단미 #크로플 #와플 #광주카페 #cafe #커피 #데일리 #daily #coffee #좋아요 #카페스타그램 #먹스타그램 #디저트 #커피스타그램 #카페투어 #청귤 #맛집 #좋아요 #일상 #팔로우 #맞팔환영 #맞팔 #선팔하면맞팔 #선팔맞팔 #좋아요테러 #좋반 #좋아요 #좋아요반사 #팔로우 #맞팔해요 #선팔,"['#카페단미', '#크로플', '#와플', '#광주카페', '#cafe', '#커피', '#데일리', '#daily', '#coffee', '#좋아요', '#카페스타그램', '#먹스타그램', '#디저트', '#커피스타그램', '#카페투어', '#청귤', '#맛집', '#좋아요', '#일상', '#팔로우', '#맞팔환영', '#맞팔', '#선팔하면맞팔', '#선팔맞팔', '#좋아요테러', '#좋반', '#좋아요', '#좋아요반사', '#팔로우', '#맞팔해요', '#선팔']",21
8,plumeria__jeju,"시금치 알리오 올리오🥹💘 약간매콤 ! 매콤 정도는 조절하실 수 있슴당^-^.💙플루메리아 (일반음식점)💙• 카페 ☕☕☕ 지만, (피자 파스타와 즐길 수 있는 맥주🍺와인🍷👌🏻 )• MON-SUN 10:00 - 20:00• CLOSED ON MONDAY AND TUESDAY• 제주도 서귀포시 법환로 38번길 8-2• 배달의 민족 하고있어요 〰 포장도 가능🥴💘",[],23
9,conerbari.cafe,딸기 생크림 크로플을 다시 시작하자마자 정말 많이 찾아주셔서 감사드려요 🥹😊싱싱한 딸기와 메이플시럽 + 수제 생크림이 만나 더욱 부드럽고 상큼하고 달달한 크로플이랍니다 :)🍓앞으로도 딸기 생크림 크로플 많이 많이 찾아주세요 ❤️,[],2
10,cafe_smize,11:00 - 21:00 :-)카페 스마이즈 오픈하였습니다!오늘도 맛있는 휘낭시에와 커피 준비 해두었습니다. 😁😁오늘도 편안하게 방문 해주세요!,[],110
11,mickeyswaffle.kr,고소하고 맛있는 와플과 크로플 - 🤎다채로운 크림치즈와 함께해요 :)#미키스와플,['#미키스와플'],2
12,burl_kuck_coffee,안녕하세요 벌컥 커피 입니다!신메뉴 신메뉴~ 오미자 에이드 ✨️에이드류를 추가를 원하시는 손님들을 위해서달콤산뜻한 오미자 에이드를 추가 했습니다.논커피류를 찾으시는 여성 손님들에게 추천해요(앞으로도 자주 신메뉴 가져오겠습니다!),[],144
13,yumu_official,@espresso_yumu#에스프레소바#coffee#커피#americano#콘파냐#아인슈페너#에스프레소#아메리카노#카페#디저트#미식라이프#espressobar#김포카페#구래동카페#구래역카페#스콘#크로플#라떼#김포#김포맛집#피넛라떼,"['#에스프레소바', '#coffee', '#커피', '#americano', '#콘파냐', '#아인슈페너', '#에스프레소', '#아메리카노', '#카페', '#디저트', '#미식라이프', '#espressobar', '#김포카페', '#구래동카페', '#구래역카페', '#스콘', '#크로플', '#라떼', '#김포', '#김포맛집', '#피넛라떼']",7
14,cafe_cell2020,"🥞카페셀 브런치🥪카페셀 오늘도 오픈했습니다! ^^카페셀의 맛있는 시간,#브런치타임 을 소개합니다.이제는 월화수목금토오전 11시부터 2시반까지맛있는 브런치를 즐기실 수 있어요 💓불고기 파니니햄치즈 파니니피자 파니니프렌치토스트 / set크로플옛날콩가루 크로플 (아이스크림 추가 가능)이 외에도 많은 브런치 메뉴들을열심히 개발하고 있으니많은 기대 부탁드려요 💓#브런치카페 #율전동브런치 #율전동카페#행궁동 #성대역브런치 #성대브런치 #성균관대역 #성대역#성균관대학교 #skku#프렌치토스트 #파니니 #크로플#food #brunch #yummy","['#브런치타임', '#브런치카페', '#율전동브런치', '#율전동카페', '#행궁동', '#성대역브런치', '#성대브런치', '#성균관대역', '#성대역', '#성균관대학교', '#skku', '#프렌치토스트', '#파니니', '#크로플', '#food', '#brunch', '#yummy']",4
15,crashop_okgil,"안녕하세요~  1월11일크라상점 옥길점 오픈했습니다~!방학이 시작되면서 부쩍 꼬마손님들이 많이방문하고있네요~^^엄마랑 영상통화하면서 메뉴 고르는 모습,마약옥수수 보면서 똑같은 멘트로 장닌치는 잼민이들 ㅋ 크라상점 옥길점은 오늘도 활기차게 시작합니다😄😆🇰🇷단체주문시 문구제작 가능합니다~예약은 필수~! 센스있게 크라상 선물해보아용^^🥐070 8228 3767오늘도 정성을 다해서 만들었으니까요 많이 방문해주세요🥰그럼 오늘도 좋은 하루 보내세요! 단체주문은 꼭 하루전에 부탁드려용~배민,배민1,쿠팡,땡겨요 배달중입니다❤오늘의  라인업❤❤후랑크소세지❤마약옥수수❤햄치즈❤에그베이컨❤️초코통통❤오레오❤누텔라❤누네딸기❤생크림❤초코생크림❤딸기생크림❤인절미❤슈크림❤티라미수❤메이플❤앙버터 ❤아몬드 ❤레몬글레이즈❤리얼버터 오리지널 ❤스위트포테이토크로플❤흑당크로플❤카야버터크로플❤누텔라치즈케이크크로플❤앙버터크로플❤밀크크런치크로플❤초코크로플❤딸기초코크로플❤티라미수❤️꿀꿀바재료수급에 따라 변동가능성이 있습니다.#새해선물#가성비간식#크로플#부모님간식#선물용빵#단체간식#유치원선물#어린이집답례품#크로와상#크라상점#디저트#빵지순레#간식#옥길동맛집#역곡동#범박동#괴안동#맛집#소사동#항동#단체#후식#생일파티 #개별포장#답례품추천","['#새해선물', '#가성비간식', '#크로플', '#부모님간식', '#선물용빵', '#단체간식', '#유치원선물', '#어린이집답례품', '#크로와상', '#크라상점', '#디저트', '#빵지순레', '#간식', '#옥길동맛집', '#역곡동', '#범박동', '#괴안동', '#맛집', '#소사동', '#항동', '#단체', '#후식', '#생일파티', '#개별포장', '#답례품추천']",1
16,dongne.waffle,-크로플 나왔습니다~!!-#동네와플 #인생와플 #오산와플 #오산동네와플 #오산카페 #오산맛집 #와플맛집 #와플 #왕플 #크로플 #생과일크로플 #크로플맛집 #단체주문,"['#동네와플', '#인생와플', '#오산와플', '#오산동네와플', '#오산카페', '#오산맛집', '#와플맛집', '#와플', '#왕플', '#크로플', '#생과일크로플', '#크로플맛집', '#단체주문']",6
17,coucou._.cafe,오랜만에 초코쿠키 구웠어요. 학기중엔 바뻐서 못했는데 포장지도 너무 잘 어울리는 거 같아요. 방학중에 12:00 ~ 22:00까지 운영하니 참고해 주세요. 배달도 직접 다니고 있어요. 주문 취소되더라도 마상입지 않기!!!(혼자해서 그래요🥲),[],109
18,udally_ansan,"❤️..어제는,딸기주스의 인기가 ..👍..#배달의민족 🛵",['#배달의민족'],105
19,jinsimcoffee_dunsan,"#한입만 이벤트 🧇#갓구운 #진심커피 #크로플오늘 음료 주문해주시는 고객님들께1잔당 한입크로플 1개 드려요❤️🚨 50개 한정이니 서두르세요 🏃‍♀️ ✔️ 단체 핫도그 및 디저트 음료 주문, 배달 가능해요 🛵 ✔️ 대량 주문시 미리 연락주시면 빠르게 준비해놓을게요🤗✔️ 매장연락처 ☎️ 042) 472-3308","['#한입만', '#갓구운', '#진심커피', '#크로플오늘']",4
20,eat.mormore_jeju,#커피커브스토어뷰가 좋은 삼양동카페☕️디저트 땡겨서 이것저것 시켰는데 적당히 달고 맛있는 초코쿠키🍪맛없을 수 없는 환상조합 꿀+크림치즈+크로플인 꿀크크 🥐🍯타이밍 좋게 바로나온 로투스휘낭시에까지 👍 맛있는 디저트에는 아메리카노☕️뷰가 좋은 곳에서 마시고 먹으니 힐링되는 기분😊...#제주#제주바다뷰#제주카페#바다뷰카페#제주맛집#디저트맛집#커피맛집#뷰맛집#휘낭시에#크로플#초코쿠키#제주삼양카페#제주삼양맛집,"['#커피커브스토어뷰가', '#제주', '#제주바다뷰', '#제주카페', '#바다뷰카페', '#제주맛집', '#디저트맛집', '#커피맛집', '#뷰맛집', '#휘낭시에', '#크로플', '#초코쿠키', '#제주삼양카페', '#제주삼양맛집']",7
21,crashop_centum,"🥐EVENT 진심인 직원들이 돌아왔다🥐1월 1일부터 가격 인상으로 살짝 놀라셨쥬👐놀란 마음 달래주러 직원들 등장 ‼️새해맞이 작은 선물을 드리려고 합니다🎁과연 오늘은 어떤 이벤트를 준비했을까요⁉️두둥 탁👏바로바로8구 또는 10구 1BOX 구매 시 미니 러스크 증정🫶🏻여기서 “💯중요한 뽀인트💯“박스당 러스크를 증정 한다는 사실🤗너무 달달한 선물 아닌가요❔❔예시) 8구 2BOX 구매 시 👉 러스크 2개 증정 지금 인스타로 보고 계시는 당신은🍀LUCKY 오 늘 의 주 인 공 당 첨🍀📍이 이벤트는 오직 인스타로 확인 가능하며,러스크 소진 시 이벤트는 종료 될 수 있습니다.",[],10
22,cafe_dear.dessert,말차와 초코크럼블 듬뿍💚🤎💚🤎,[],7
23,coff.coffee.bar,☕️👍🏻,[],145
24,space_there,#공간그곳 오픈완료 !!.요거!딸기케이크 드시러 오세요🤭.영업시간 11-19시까지입니다~.#딸기케이크 #요거딸기케이크 #홀케이크#strawberry #cake #🍓 #🍰 #🎂#명지케이크 #명지카페 #신호동카페,"['#공간그곳', '#딸기케이크', '#요거딸기케이크', '#홀케이크', '#strawberry', '#cake', '#🍓', '#🍰', '#🎂', '#명지케이크', '#명지카페', '#신호동카페']",157
25,bing.tone_cafe,"OPEN오늘도 행복 오픈 했습니다!설날 연휴는 22,23 쉽니다.화요일은 정상 영업합니다.🥰✅️ 배민 포장 배달 원주 전지역 가능✅️🍨빙수🍨(모두 생과일)• 새콤!달콤 딸기 실타래 빙수 ""추천""• 딸기,블루베리 실타래 빙수• 딸기, 파인애플 실타래 빙수• 쫀득! 반건시 실타래 빙수 ""추천""( 빙톤만의 빙수와 너무 찰떡!속이 든든하기까지)• 파인애플 실타래 빙수• 망고 실타래 빙수• 샤인머스켓, 멜론 실타래 빙수• 샤인머스켓,블루베리 실타래 빙수• 멜론 실타래 빙수• 🏔 빙톤 실타래 빙수(  멜론, 블루베리, 샤인머스켓, 파인애플,딸기 , 오렌지, 크림슨 포도.)• 로투스+블랙,밀크초코, 오레오, 초코, 고소, 녹차 등등 •전메뉴 포장,배달 가능!✅️",[],98
26,headspace__coffee,🍈🥤청량청량 잡채 메론소다#headspace #헤드스페이스커피 #coffee #슈페너맛집 #슈페너 #대구핫플 #대구카페 #대구카페추천 #대명동카페 #두류카페 #두류동카페 #두류공원카페 #두류공원맛집 #대구맛집 #이월드 #이월드카페 #성당못카페 #야외음악당 #야외음악당카페 #야당카페 #광장코아카페 #광코카페 #광장코아 #데이트카페 #공원뷰카페 #이월드야경 #크로플 #뱅쇼 #브라운치즈슈페너 #메론소다🍈,"['#headspace', '#헤드스페이스커피', '#coffee', '#슈페너맛집', '#슈페너', '#대구핫플', '#대구카페', '#대구카페추천', '#대명동카페', '#두류카페', '#두류동카페', '#두류공원카페', '#두류공원맛집', '#대구맛집', '#이월드', '#이월드카페', '#성당못카페', '#야외음악당', '#야외음악당카페', '#야당카페', '#광장코아카페', '#광코카페', '#광장코아', '#데이트카페', '#공원뷰카페', '#이월드야경', '#크로플', '#뱅쇼', '#브라운치즈슈페너', '#메론소다🍈']",11
27,cafe.mft,"휴무일 잘 보내고 활짝 열어두었어요.1월 11일 수요일 라인업은🤍플레인스콘, 누네띠네스콘, 잼버터스콘, 앙버터스콘, 카야버터스콘, 꿀버터스콘, 고메버터스콘🤍 플레인프레첼, 롤치즈프레첼, 잼버터프레첼, 앙버터프레첼, 카야버터프레첼, 꿀버터프레첼, 고메버터프레첼🤍 플레인휘낭시에, 무화과크림치즈휘낭시에, 앙호두휘낭시에🤍 소금빵🤍 플레인바나나푸딩, 오레오바나나푸딩, 카야바나나푸딩, 초코바나나푸딩🤍 mft크로플, 크림베리크로플, 카야버터크로플, 코코아크로플, 애플시나몬크로플 준비하고 있어요🫶🏻날이 유독 서늘하니 목도리, 장갑, 따듯한 아우터 꼭꼭 잘 챙겨입으세요🤍",[],115
28,clockwork_thesaro,흑임자 크림 랔떼😘먹고 싶은 사람 많을껀데... 흠..,[],22
29,gabaecha_mangu,"수요일 가배차 오픈🖤최근에 아이스크림 크로플을 찾으시는 분들이 많았는데요! 고민 끝에! 천연 재료로 만든 #젤라또 를!! 판매하기로 결정했습니다! ✔️가배차 젤라또- HACCP 인증을 받은 트랜스지방 0%, 저지방, 저칼로리 건강한 젤라또매장에서 젤라또 주문 시 #크룽지 도 함께 데코해서 드릴 거예요~젤라또 드시러 놀러오세요~😆(크룽지 궁금하시면 가배차로~~🙃)아참! 젤라또+크로플 메뉴도 정리 중입니다! 빠른 시일 내로 마무리해 보겠습니다~수요팅! 💪🏻","['#젤라또', '#크룽지']",7
