,0,1,2,3
0,mat.cube,"(제대로 맛있는 당면 국물 떡볶이) 어떤 기분 나쁜 일이 있어도 모두 용서되는 맛🥺 백종원 님도 반한 떡볶이랍니다.💡 #송탄 #세모분식평택에 가면 꼭 먹어줘야 하는 분식집이에요. 국물이 달짝지근하면서도 살짝 매콤한 게 너무 맛있어요. 국물 떡볶인데 국물 양도 넉넉합니다. 당면이랑 떡볶이랑 김밥을 한입에 호로록 먹으면 바로 최애 떡볶이로 등극해요. 생각보다 자극적이지도 않고 너무 맛있어요. 이 국물은 남기면 절대 안되쥬? 김밥 10줄도 국물에 찍먹하면 순삭 가능한 맛이에요. 양도 계란, 야채, 당면 등등 푸짐한 편이에요. 가격도 착하고,, 당면 떡볶이는 필수로 먹을 것,,!💡 경기 평택시 중앙시장로9번길 22-4💡 11:00 ~ 20:00 (목 휴무)🔖 당면떡볶이 6,000원#맛큐브_송탄 #맛큐브_평택 #떡볶이 #떡볶이맛집 #송탄역맛집 #송탄맛집 #평택중앙시장맛집 #중앙시장맛집 #평택맛집 #펻택역맛집 #진위역맛집 #평택떡볶이 #송탄떡볶이 #송프란시스코맛집 #송탄분식 #송탄노포 #당면떡볶이 #먹팔소통 #먹팔해요 #먹팔맞팔","['#송탄', '#세모분식평택에', '#맛큐브_송탄', '#맛큐브_평택', '#떡볶이', '#떡볶이맛집', '#송탄역맛집', '#송탄맛집', '#평택중앙시장맛집', '#중앙시장맛집', '#평택맛집', '#펻택역맛집', '#진위역맛집', '#평택떡볶이', '#송탄떡볶이', '#송프란시스코맛집', '#송탄분식', '#송탄노포', '#당면떡볶이', '#먹팔소통', '#먹팔해요', '#먹팔맞팔']",1006
1,mukteven_jobs,"손오공도 찾으러 다닌다는 드래곤볼떡볶이!!!항상 떡볶이에 진심인 치킨매니아에서또!!! 역대급 신상이 등장했다고 합니다.비주얼부터 살발한 구슬떡볶이입니다!!새빨간 양념에 반짝반짝 빛나는 구슬 떡이듬뿍 들어가 있는데 진짜 영롱하다 영롱해!!젓가락 보다는 숟가락으로 퍼먹는 게훨씬 좋고 매콤 달콤한 양념과 쫜득한떡이 너무 잘 어울리고 진짜 맛있어요!!그냥 먹어도 정말 맛있지만 새우치킨을 꼭!! 같이 시켜서 드셔보세요.달콤 짭짤한 간장치킨인데 매콤한 양념에푹 찍어서 먹어보면 통통 튀는 새우의살과 소스가 너무 잘 어울렸어요!!치킨과 떡볶이를 같이 주문해도 2만원이안 넘는다니 진짜 찐 가성비 치킨집이에요.🚨#치킨매니아  덕천점📌주소부산 북구 덕천2길 23-9 1층📌메뉴★구슬떡볶이+순살치킨+감튀세트 ₩19,900📌운영시간 일~목요일 15:00 ~ 24:00금, 토요일 14:00 ~ 02:00#부산맛집 #덕천맛집 #덕천동맛집 #부산떡볶이 #부산떡볶이맛집 #부산치킨맛집 #부산치킨 #치킨추천 #치킨스타그램 #배달음식 #배달치킨 #치킨맛집 #떡볶이맛집 #배달떡볶이 #떡볶이맛집 #야식추천 #야식메뉴추천 #치킨 #떡볶이 #먹스타그램 #먹소통 #맛스타그램 #맛소통 #먹팔","['#치킨매니아', '#부산맛집', '#덕천맛집', '#덕천동맛집', '#부산떡볶이', '#부산떡볶이맛집', '#부산치킨맛집', '#부산치킨', '#치킨추천', '#치킨스타그램', '#배달음식', '#배달치킨', '#치킨맛집', '#떡볶이맛집', '#배달떡볶이', '#떡볶이맛집', '#야식추천', '#야식메뉴추천', '#치킨', '#떡볶이', '#먹스타그램', '#먹소통', '#맛스타그램', '#맛소통', '#먹팔']",1992
2,food__some,"떡볶이 국물에 빠진 만두! 인천 3대 떡볶이라고 불릴만한 맛이에요.#인천#얼레꼴레만두모녀떡볶이, 남동공단떡볶이와 어깨를 나란히 하는 집이에요. 국물떡볶이에 후추를 팍팍 뿌린 다음에 만두를 적셔 먹는게 포인트! 만두는 속에 당면이 가득 들어있어서 부두러워요. 숟가락으로 국물과 만두를 함께 퍼먹으면 세상 행복함,, 말랑한 밀떡은 말해 뭐해요~ 강경 꾸덕파인데 이런 국물떡볶이라면 대환영! 떡볶이 좋아하면 믿고 가보세요.👦🏻얼레꼴레만두👦🏻인천 미추홀구 한나루로 420 월드타워 1층 114호#푸썸_인천","['#인천', '#얼레꼴레만두모녀떡볶이', '#푸썸_인천']",434
3,g.yoooong_place,"피카츄 라이츄 파이리 꼬북이 노래를 아는 아재, 줌마들을 태그 해야 할 것 같은 곳이 있습니다.경기 성남시 분당구 오리역 근처에 위치한 떡볶이 전문점에 방문했습니다.바로 오늘의 맛집 #피카츄분식피카츄분식은 어릴 적 추억의 피카츄와 함께 먹는 떡볶이 맛집으로 알려진 곳인데요.이제는 아재 소리를 듣는 피카츄 세대들의 떡볶이가 너무 궁금해서 방문하게 되었습니다.#떡볶이누가 봐도 어릴 적 먹던 떡볶이의 비주얼을 하고 있는데요.이게 바로 피카츄 세대의 전유물을 대표하는 떡볶이라는 생각이 들더라고요.너무 맵지도 너무 달지도 않은 맛을 자랑하는 옛날 떡볶이더라고요.이게 바로 제가 생각하는 떡볶이구나 하는 맛이었습니다.#오뎅꼬불꼬불 오뎅이 딱 봐도 손수 꼬치에 끼운듯한 모습을 하고 있었습니다.이 오뎅은 어릴 적 500원의 행복으로 먹었던 것인데 지금도 변치 않는 맛을 자랑하고 있어서 감동적이었습니다.경기 성남시 분당구 오리역 근처에 방문할 일이 있다면 피카츄분식을 추천드립니다.[메뉴정보]🎈메뉴떡볶이 3,000라볶이 5,000치즈김밥 3,500야채김밥 3,000순대볶음 6,000치즈라면 3,500냉면 6,000쫄면 5,000치즈떡볶이 5,000쫄볶이 5,000순대 3,500라면 3,000만두라면 3,500짬뽕라면 3,500튀김 1,000🟠경기_성남시 피카츄분식🟠경기 성남시 분당구 미금로 68 무지개마을아파트🟠매일 10:00~22:30🟠Tel 031-715-8147🟠불펌 및 크롤링 금지 ⓒ굥플레이스#굥플_경기 #굥플_성남시 #굥플_오리역","['#피카츄분식피카츄분식은', '#떡볶이누가', '#오뎅꼬불꼬불', '#굥플_경기', '#굥플_성남시', '#굥플_오리역']",599
4,g.yoooong_place,"친구 ’수진‘을 태그하면 꼭 사줘야 하는 곳이 있습니다.경기 성남시 수진역 근처에 위치한 떡볶이 전문점에 방문했습니다.바로 오늘의 맛집 #수진분식수진분식은 치즈가 들어가지 않았는데 치즈맛이 나는 떡볶이 맛집으로 알려진 곳인데요.치즈가 들어가지 않았는데 치즈 맛이 나는 떡볶이가 너무 궁금해서 방문하게 되었습니다.#떡볶이그 유명한 치즈맛이 나는 쫀득한 쌀떡볶이입니다.약간 꾸덕한 떡볶이 소스가 정말 맛있었는데요.찐득하고 적당히 고소한 맛에 떡볶이 특유의 매콤한 맛이 정말 맛있었습니다.제 고향 대전의 ‘바로그집 떡볶이’와 비슷하면서덜 느끼하고 약간 더 매콤한 느낌의 맛이라서개인적으로는 더 괜찮더라고요.#김말이 #계란기본으로 김말이와 계란이 들어있지만무조건 추가해서 먹어야 합니다.왜냐면 지리게 맛있기 때문이거든요.이렇게 맛난 소스에 김말이와 계란이 들어가니 더욱더 맛있었습니다.경기 성남시 수진역 근처에 방문할 일이 있다면 수진분식을 추천드립니다.[메뉴정보]🎈메뉴떡볶이 4,500김말이튀김2개 1,500순대 4,000김밥 3,000어묵3개 3,000쫄면 6,000라면 4,000계란2개 1,500🟠경기_성남시 수진분식🟠경기 성남시 중원구 산성대로 204-5 F동 15-16호 수진분식🟠매일 10:15~20:00 / L.O 19:40🟠매주 화요일 휴무🟠Tel 031-755-0226🟠불펌 및 크롤링 금지 ⓒ굥플레이스#굥플_경기 #굥플_성남시 #굥플_수진역","['#수진분식수진분식은', '#떡볶이그', '#김말이', '#계란기본으로', '#굥플_경기', '#굥플_성남시', '#굥플_수진역']",1161
5,fatboy_matsta,"사장님 이렇게 싸고 많이 퍼주시면 남는게 있나요ㅠㅠ 인천구월로데오 분식 레전드 #까치네떡볶이 소개드립니다폭신폭신 시몬스침대급으로 입안이 황홀해지는 계란말이김밥 그리고 달짝지근하면서 매콤하게 스트레스 풀어주는 떡볶이로 헛헛한 마음 달래주고왔습니다 인천 구월동에서 모르면 간첩일 정도로 유명한 까치네 떡볶이의 계란말이 김밥은 너무나도 황홀 그 자체였습니다 계란을 길게 부쳐서 돌돌 말다보니 겹겹이 쌓인 계란층을 씹는 식감이 재밌으면서도 너무나도 고소하고 맛있었습니다 게다가 가격은 또 3,000원 밖에 안해서 놀랍습니다 요즘 계란값 진짜 비싼데 가성비도 너무 좋은것 같아요 그리고 떡볶이와의 궁합이 너무 좋고 사장님께 계란말이김밥에 떡볶이 소스 뿌려달라고하면 뿌려주시니까 같이 찍어먹어도 너무너무 맛있습니다!! 떡볶이는 양도 정말 많고 학교앞에서 먹던 분식 떡볶이 맛이 생각나는 맛이에요 김밥과의 궁합이 기가막히니 꼭 주문하셔요!! 📍 매장 : 까치네떡볶이📍 주소 : 인천 남동구 구월동 1409-29🕹 떡볶이 : 3,000원🕹 계란말이 김밥 : 3,000원#펫보이_인천 #인천맛집 #남동구맛집 #인천데이트 #구월동맛집 #인천터미널맛집 #인천터미널역맛집 #구월맛집 #구월데이트 #구월로데오맛집 #인천분식 #인천분식집 #인천김밥 #떡볶이 #김밥 #인천핫플 #떡볶이맛집 #김밥맛집 #foodporn #foodpics","['#까치네떡볶이', '#펫보이_인천', '#인천맛집', '#남동구맛집', '#인천데이트', '#구월동맛집', '#인천터미널맛집', '#인천터미널역맛집', '#구월맛집', '#구월데이트', '#구월로데오맛집', '#인천분식', '#인천분식집', '#인천김밥', '#떡볶이', '#김밥', '#인천핫플', '#떡볶이맛집', '#김밥맛집', '#foodporn', '#foodpics']",2062
6,foodie_in_the_closet,"이태원, 꼭꼭 가보셔야할 찐맛집🔥30년간 하얀 떡볶이로 단골손님 만드신,, 오픈런성공<느네집>이태원 찐 술꾼들 우글거리는,, 대표 노포집입니다🔥쏘맥도 잘 어울리는 떡볶이라니 ㅜ 미쳤다<저장필수>일단, 저는 충격적으로 맛있었는데ㅜ 청양고추 꽤나들어 칼칼한게 인상적이고, 고급진 깊은 맛이 쩔어요매일 방앗간서 공수하는 쫄깃한 쌀떡이 매력적이고🤦‍♂️이집 매운 낙지볶음도 존맛탱이라 꼭 같이 드셔보시길#이태원맛집 #이태원역맛집 #이태원데이트#한강진맛집 #한강진역맛집 #떡볶이맛집 #이태원","['#이태원맛집', '#이태원역맛집', '#이태원데이트', '#한강진맛집', '#한강진역맛집', '#떡볶이맛집', '#이태원']",1377
7,muk_hyojae.1203,"[마곡나루 원탑맛집이 샤로수길로 찾아옴!!]샤로수길 [ #닭장맥주 ]닭에 진심인 사장님이 차린 가게입니다. 한 입 베어물으면양념인데도 입천장이 다 까질듯한 빠삭함과 마늘 향이 확입에서 돌아 맥주보단 달달한 시나몬 하이볼이 잘 어울림,, 사이드도 먹어보니 닭에만 진심이 아니였어요. 떡볶이도매콤달콤해 쫀득쫀득한 떡 몇 개 집어 한 입에 넣어먹고,매울 때 뚝배기 콘치즈로 입 소화해주면 극락행 쌉가능임 이제 술집은 건대라는 말은 옛말인 거 같습니다. 여러분들서울대 근처 오실 일 있으시면 여기 치킨집 완정 강추해요!(+마곡나루에는 본점이 있습니다 ^u^)📝 서울 관악구 관악로14길 70 2층#먹효재_샤로수길#서울대입구 #서울대입구맛집 #서울대입구역맛집 #샤로수길 #샤로수길맛집 #샤로수길술집 #서울대입구술집","['#닭장맥주', '#먹효재_샤로수길', '#서울대입구', '#서울대입구맛집', '#서울대입구역맛집', '#샤로수길', '#샤로수길맛집', '#샤로수길술집', '#서울대입구술집']",1982
8,foodie_in_the_closet,"이번주 연남동 가셔야하는 이유🔥밀떡파들은 다 아시는 노포집. 말캉쫄깃 미쳤다<홍쌤떡볶이>즉석떡볶이랑은 다른 추억의 시장떡볶이맛 아시죠🤦‍♂️대단하진 않지만, 계속 생각나는 중독성 쩌는 맛입니다!저 쌀떡파인데,, 오늘부터 <밀떡파>로 전향했습니다🔥말캉한 밀떡에 꾸덕한 양념 이렇게 잘 밸수가 있나요ㅜ양념 감칠맛 오지는데,, 카레향 센 신전 느낌도 있고,,텁텁한 맛 하나 없고 뒷맛이 깔끔해서 끝없이 들어감수제튀김도 바로 튀겨주셔서 파작파작 식감 살아있고,오후 4시였는데도 오징어튀김 품절이라 아쉬웠어요🔥#연남동맛집 #연남맛집 #연남동데이트 #홍대맛집#홍대입구맛집 #동교동맛집 #밀떡볶이 #떡볶이","['#연남동맛집', '#연남맛집', '#연남동데이트', '#홍대맛집', '#홍대입구맛집', '#동교동맛집', '#밀떡볶이', '#떡볶이']",1618
9,tteok_bokki_joa,파주 프리미엄 아울렛에 있는 남도분식!떡볶이 위에 어묵튀김이 올라가있어서소스에 찍어 먹으면 너무 맛있다는...떡볶이도 매콤하고 ..떡볶이는 안질려😘!#남도분식 #파주아울렛 #파주프리미엄아울렛 #떡볶이 #떡볶이맛집 #맛스타그램 #먹스타 #먹스타맞팔 #좋아요반사 #좋아요 #일상 #instalike #ttokbokki #♥,"['#남도분식', '#파주아울렛', '#파주프리미엄아울렛', '#떡볶이', '#떡볶이맛집', '#맛스타그램', '#먹스타', '#먹스타맞팔', '#좋아요반사', '#좋아요', '#일상', '#instalike', '#ttokbokki', '#♥']",16
