id,title,author,summary,rating,genre,format,description,serialize,potenup,link
590668,오디네리 피플,dalk****,"우리집, 당신집, 누군가의 집. 그저 평범한 가족이야기!",9.5,daily,에피소드,"1+1=3가족
아직도 알쏭달쏭 잘 모르지만,
우리집과 그의집의 평범한 일상에 대한 관찰.",False,False,https://comic.naver.com/bestChallenge/list?titleId=590668
52652,너구리네 육아일기,ms****,육아일기,9.78,daily,에피소드,"아이들의 일상을 담은 ""육아일기""입니다 ^^",False,False,https://comic.naver.com/bestChallenge/list?titleId=52652
793248,매우의 방콕 생활일기,h3****,태국 방콕 일상툰,9.94,daily,에피소드,"매우, 태국 방콕에 도착하다!
태국생활, 문화, 태국어까지!(10컷툰)-매주 수요일 연재",False,False,https://comic.naver.com/bestChallenge/list?titleId=793248
792318,하나의 시간,phys****,특이한 고양이 하나,9.76,daily,에피소드,"산책...아니 야생 산 고양이로 조금은 특이하게 살고 있는 서울 도련님 하나.
어쩌다 이렇게 되었는지 그 과정을 
마지막 초콜릿까지 소중하게 그리고 같이 하나 하나 열어봐요.",False,False,https://comic.naver.com/bestChallenge/list?titleId=792318
701701,아빠는 N살,fa****,아빠 4컷 그림일기,9.91,daily,에피소드,아빠가 된지 9년. 아빠로서의 나이 아홉 살,False,False,https://comic.naver.com/bestChallenge/list?titleId=701701
764060,로로의 일본생활 다이어리,nomo****,일본 먹부림 일기,9.84,daily,에피소드,흘러가는 대로 살다가 일본회사에 취직하게 된 로로. 하루도 편할 날 없이 우당탕탕 우르르 쾅쾅.,False,False,https://comic.naver.com/bestChallenge/list?titleId=764060
791034,우주동물원,cjfa****,우주동물원,9.73,daily,스토리,지구에서 불행하게 살던 철민이가 외계인한테 납치당해 외계인 공주의 동물원에서 즐겁게 사는 이야기 (제목 예쁜말로 바꿈),False,False,https://comic.naver.com/bestChallenge/list?titleId=791034
717249,육식 토끼,bybo****,소심 토끼 반항기,9.81,daily,스토리,"학생신분 종료, 공식적으로 백수가 된  ‘모순’!!
뒤늦은 사춘기로 괴로워하던 어느 날 
덜컥 ‘육식이 가능한 개체’라는 진단을 받게 되는데…

평범하고 싶지 않은 평범한 토끼!!
극내향 소심인 모순이의 우당탕탕 반항기",False,False,https://comic.naver.com/bestChallenge/list?titleId=717249
786457,유산은 처음이라,kahi****,또 유산입니다,9.62,daily,에피소드,"습관성 유산을 극복해 아이를 출산한 투빈맘의 경험담 이야기.

매주 (수) 연재합니다.
인스타 @2bin_mom",False,False,https://comic.naver.com/bestChallenge/list?titleId=786457
775225,기후위기인간,ko****,지구와나의 연결고리,9.9,daily,옴니버스,"드럽게 살기 힘든 요즘 세상. 

엎친데 덮쳐서 기후변화까지..

도대체 나는 어떻게 살아야할까?",False,False,https://comic.naver.com/bestChallenge/list?titleId=775225
763576,찬란의 날,yere****,'칩'이 나타났다.,9.84,daily,스토리,"기계 좀비가 가득해진 세상, 아버지를 죽인 나는 죽기로 결심했다.",False,False,https://comic.naver.com/bestChallenge/list?titleId=763576
725044,나는 마요 집사로소이다,je****,쉽지 않은 집사생활,9.86,daily,에피소드,"고양이가 너무 귀여워서 시작한 집사생활 
근데 너무 힘들어..",False,False,https://comic.naver.com/bestChallenge/list?titleId=725044
785023,나는 엄마다,wjdg****,괴물엄마와 인간 딸,9.79,daily,스토리,"바이러스가 퍼지고 괴물이 가득한 세상속에서 자신의 딸을 지키기 위해 노력하는 괴물엄마.
그런 엄마를 믿고 따르는 인간 딸 축복이. 엄마와 딸의 이야기가 시작한다.",False,False,https://comic.naver.com/bestChallenge/list?titleId=785023
768347,육아도 경력이 될 수 있다면,ahin****,육아 에세이툰,9.7,daily,에피소드,"이력서에는 공백기로 남겠지만, 아이를 키우면서 엄마도 함께 성장한 이야기
(화요일 저녁에 연재합니다)",False,False,https://comic.naver.com/bestChallenge/list?titleId=768347
722846,낯가리는 관종,shin****,낯가리는 관종일기,9.83,daily,에피소드,"첫 인상은 내향적이며 낯가리는 듯...?하지만 알고보니 관심종자!
내향적이고 낯가리는 시논의 관종일기",False,False,https://comic.naver.com/bestChallenge/list?titleId=722846
784527,오늘의 난,nan_****,"오늘의 난, 난그림",9.37,daily,옴니버스,"난그림(이하 경난)의 재밌고 유쾌한 이야기! 매주 화요일, 목요일 저녁에 만나요 :D",False,False,https://comic.naver.com/bestChallenge/list?titleId=784527
763952,과학고 생존일지,zu****,과학고에 간 문과생,9.82,daily,에피소드,"과학고, 영재들만 가는거 아냐? 빈둥거리는걸 제일 좋아하는 찐빵이가, 과학고에 가게 되었습니다. 100% 실화 기반 일상툰! <격주 화요일 업로드!>",False,False,https://comic.naver.com/bestChallenge/list?titleId=763952
697770,채똘일기,cm****,채똘일기,9.61,daily,에피소드,채똘의 흔한 그림일기,False,False,https://comic.naver.com/bestChallenge/list?titleId=697770
793318,여대생존기,toot****,재수후 들어간 여대,9.89,daily,에피소드,"'여대생들 진짜 기싸움 심해?' 주변인들의 질문에 걱정 가득안고 뒤늦게 들어간 여대생활!
하지만 첫 오티부터 범상치 않는 사람들을 만나며 충격에 빠지는데...!
100%실화 기반 웹툰 <매주 화요일 업로드 됩니다>",False,False,https://comic.naver.com/bestChallenge/list?titleId=793318
790561,스물마흔다섯 살  -시즌1-,jama****,마흔의 육아,9.82,daily,에피소드,"[마흔이 된 아빠의 육아기록] 
인스타 @bkpuroon",False,False,https://comic.naver.com/bestChallenge/list?titleId=790561
387120,굥이의 하루,j_km****,굥이의 하루,9.67,daily,에피소드,"굥이의 일상에서 벌어지는 에피소드를 공감하세요~
http://blog.naver.com/j_kmink",False,False,https://comic.naver.com/bestChallenge/list?titleId=387120
788548,날림생활기,myha****,날아간 일상을 기록,9.85,daily,에피소드,"날로 먹는건 좋은데 인생 날리는 건 싫어요(?)
아이러니 가득한 도둑놈심보로 인생 사는 기록들",False,False,https://comic.naver.com/bestChallenge/list?titleId=788548
743367,재테크는 스크루지,sk****,초보자용 재테크웹툰,9.72,daily,에피소드,"현대판 스크루지 남편에게 차근차근 배워가는 재테크 이야기.
가계부 쓰기부터 주식투자에 이르기까지 초보자들을 위한 경제 웹툰!
지금 시작합니다! 월요일 연재입니다~^^",False,False,https://comic.naver.com/bestChallenge/list?titleId=743367
703099,일상견문록,jaem****,여러나라 일상이야기,9.89,daily,에피소드,"총 1,123일, 25개국, 52개도시. 쉬엄쉬엄 머물며 느긋하게 보내는 일상, 음식 이야기.",False,False,https://comic.naver.com/bestChallenge/list?titleId=703099
773874,고고고,ehow****,집사가 되어라!!!,9.9,daily,에피소드,"""너, 내 집사가 되어라!"" 어느 날 갑자기 고양이 세 마리의 간택을 받게 된 집사. 
겉모습만큼 성격도 가지각색인 고양이 세 마리와 초보 집사의 털 날리는 일상 이야기. 매주 화요일 연재",False,False,https://comic.naver.com/bestChallenge/list?titleId=773874
769025,집에서 뒹굴뒹굴,koal****,집에서 애둘 키우기,9.88,daily,에피소드,"내가 100년, 아이들이 100년을 산다고 해도 다 같이 사는 시간은 겨우 20년정도.

""100년 중에 몇 년 쯤이야 집에서 살 부비며 뒹굴뒹굴 하자~""
집에서 아이들과 지낸 일상 에피소드  <집에서 뒹굴뒹굴>

- 매주 화요일 연재 -",False,False,https://comic.naver.com/bestChallenge/list?titleId=769025
792942,깨끗한 사람은 없다!,zofh****,환경미화 드라마,8.32,daily,에피소드,사람들은 누구나 자기 자신이 가장 깨끗하고 올바른 사람이라고 생각한다. 과연 그럴까? 어제의 피해자가 오늘의 가해자가 될 수도 있는 우리 사회. 그 안에서 '이정도(正道)' 반장은 오늘도 묵묵히 쓰레기를 치우며 자신의 길을 걸어간다. 인간 관계 고민 해결 미화원 드라마!,False,False,https://comic.naver.com/bestChallenge/list?titleId=792942
789803,좌충우돌 미대생존기,pola****,미대생의 일상,9.65,daily,에피소드,미대생이지만 미대 외의 얘기도 많은 일상 속 빙글빙글 20대 성장 표류기,False,False,https://comic.naver.com/bestChallenge/list?titleId=789803
751743,핫캣일기,luna****,느긋한 열정 고양이,9.83,daily,에피소드,@hotcat_luna,False,False,https://comic.naver.com/bestChallenge/list?titleId=751743
695997,파운드캣,poun****,식빵을 닮은 고양이,9.89,daily,에피소드,"실제 길고양이 코코아와 호밀이의 이야기, 상상 속 코코아와 친구들의 이야기를 그립니다.",False,False,https://comic.naver.com/bestChallenge/list?titleId=695997
773869,누나미워!,good****,누나와 동생의 일상,9.9,daily,옴니버스,"악동같이 동생을 괴롭히기 좋아하는 누나와 당하기만 할수는 없다는 동생의 바람 잘 날 없는 일상이 시작된다. 누나와 동생의 악동같은 이야기, 누나미워!",False,False,https://comic.naver.com/bestChallenge/list?titleId=773869
771384,사예의 식이장애 일지,saye****,식이장애 이야기,9.76,daily,에피소드,"다이어트부터 시작했던 식이장애, 거식증과 폭식증을 겪고 이를 극복해나가는 이야기입니다.",False,False,https://comic.naver.com/bestChallenge/list?titleId=771384
734597,자작 보드게임 동아리,hwan****,자작 보드게임 만화,9.78,daily,에피소드,"일상 속 게임, 게임 속 일상",False,False,https://comic.naver.com/bestChallenge/list?titleId=734597
629035,실험학교,mm****,변형자들의 학교,9.91,daily,에피소드,"2050년,물체를 변형시킬 수 있는 능력자인 '변형자'들의 학교에서 벌어지는 평범하지만 평범하지 않은 이야기(현재 자유연재 중)  //연락처: mmaa23@naver.com
+본 작품을 이용한 부당한 수익창출은 자제해주시길 바랍니다 :) ㅎㅎ 관련 메일이 와서 써둡니다!! / 팬카페가 생겼습니다! 이제 팬아트는 팬카페에 올려주시면 됩니다! 헤헿/팬카페 주소:https://cafe.naver.com/experimentschool",False,False,https://comic.naver.com/bestChallenge/list?titleId=629035
781316,잇츠라니타임,kora****,산으로 가는 부부,9.81,daily,에피소드,코로나와 함께 시작한 결혼! 순탄치않은 리얼독립? 고라니와 박가장은 오늘도 현생을 살아가기 위해 고군분투한다.,False,False,https://comic.naver.com/bestChallenge/list?titleId=781316
789001,"뭐, 좀 느리면 어때",smfu****,어른이 일기,9.44,daily,옴니버스,덜 자란 어른이의 일상 이야기!,False,False,https://comic.naver.com/bestChallenge/list?titleId=789001
770963,소중한 하루를 살다,yoon****,소중한 일상 만들기,9.75,daily,에피소드,"모두의 하루하루가 소중하다는 것을 많은 사람들이 알았으면 하는 마음으로 그림일기를 그립니다. =)  모두의 하루는 소중한 시간이며, 무의미한 일상이란 없으니까요~",False,False,https://comic.naver.com/bestChallenge/list?titleId=770963
780808,어느날 보청기,chy0****,보청기 이야기,9.9,daily,에피소드,"무선 이어폰의 시대에 혼자 다른 것을 끼는 사람이 있다? 나는 보청기 낀다.
20살 김우진의 보청기 라이프.

<<매주 월요일 업로드합니다!>>",False,False,https://comic.naver.com/bestChallenge/list?titleId=780808
779079,미필은 노하이,mask****,대한군필 만세!!,9.86,daily,에피소드,"군대에선 실화가 된다? 
대한민국 군필 여러분들의 웃픈 이야기를 그립니다.",False,False,https://comic.naver.com/bestChallenge/list?titleId=779079
786475,가족이되는과정,hero****,아기천사가 찾아왔다,9.83,daily,에피소드,두 사람 사이에 꿈에 그리던 아기천사가 찾아왔다. 당연하게? 누구나 겪는? 결코 순탄치 않은 가족이 되는 과정,False,False,https://comic.naver.com/bestChallenge/list?titleId=786475
760822,국밥소녀,is****,국밥에 미친 소녀,9.26,daily,옴니버스,하루에 최소 한 끼는 국밥을 먹을 정도로 국밥에 미쳐있는 자타공인 '국밥소녀' 신보리와 주위 사람들의 든든한 일상 (매주 월요일 연재),False,False,https://comic.naver.com/bestChallenge/list?titleId=760822
735071,[BL] HOLY JUNK,rome****,두 사람의 삶,9.58,daily,스토리,두 주인공과 주변인들의 일상을 통해서 과거와 현재를 천천히 이야기합니다.,False,False,https://comic.naver.com/bestChallenge/list?titleId=735071
773599,중딩의 학교생활,1515****,중학생의 일상,8.27,daily,에피소드,중1의 소소한 일상과 학교생활,False,False,https://comic.naver.com/bestChallenge/list?titleId=773599
726814,158동 진상부부,hee8****,부부의 진짜 일상,9.45,daily,옴니버스,"매주 월요일 업로드합니다^^ 어느 평범한 아파트 158동에 사는 부부의 '진'짜 일'상'을 담아 '158동 진상부부'입니다. 징징돌이와 은야쟁이가 소개팅으로 만나 5년의 연애, 그리고 결혼까지.
158동 진상부부의 알콩달콩 살아가는 이야기와 함께 해 주세요.",False,False,https://comic.naver.com/bestChallenge/list?titleId=726814
740906,북한의 아이,qzqz****,복희의 성장 스토리,8.9,daily,에피소드,"한 아이가 북한 군인에게 쫒기면서 마라도 자장면집에 들어와 시작되는 복희의
성장 스토리(주 1일 연재)",False,False,https://comic.naver.com/bestChallenge/list?titleId=740906
787265,두리안은 과일이 아니야!,begi****,두리안이 나타났다!,9.47,daily,스토리,"집에서도 학교에서도 꼴통인 미로. 새 학기를 맞아 처음 오는 교실. 그런데 이게 뭐야?! 갑자기 웬 두리안이지? 두리안이 말을 한다! 오직 미로의 눈에만 두리안으로 보이는 상황. 개학 첫날부터 미로의 학교생활이 꼬인다. 두리안, 너 대체 뭐냐고! / 매주 일요일 업로드",False,False,https://comic.naver.com/bestChallenge/list?titleId=787265
794396,둘이서 아싸 라이프,maya****,아싸로 살아가자,9.56,daily,옴니버스,"어렸을때부터 고등학교 입학까지 친구가 한명도 없던 주인공 고등학교 입학후 1달이 
되도록 친구가 없다 그러던 어느날 방과후 같은반인 '유세리'에게 아싸로 사는법을 알려달라
는 부탁을 받는다 주인공은 간절한 부탁을 하는 유세리를 보고 부탁을 승락한다 이 날이후 
'아싸 스승'이 되어 아싸에 대해 알려주게 된다",False,False,https://comic.naver.com/bestChallenge/list?titleId=794396
793202,양궁부 입니다,haeo****,양궁부 일상,9.73,daily,에피소드,"천방지축 종잡을 수 없지만 나름 재밌는 우리들의 양궁부 생활!
매주 일요일 연재!",False,False,https://comic.naver.com/bestChallenge/list?titleId=793202
794306,결혼잔혹사,choj****,10년차 맞벌이부부,9.77,daily,에피소드,"결혼 10년 차 , 남매를 키우는 맞벌이 부부의 현실결혼 이야기. 매주 일요일 오전 업로드 됩니다^^",False,False,https://comic.naver.com/bestChallenge/list?titleId=794306
693881,이래봬도2학년,drea****,초등학교 이야기!,9.76,daily,에피소드,"초등학교 교실 들여다보기, 매주 찾아옵니다:-)",False,False,https://comic.naver.com/bestChallenge/list?titleId=693881
752489,집순이에 대하여,dong****,집순이들의 일상,9.78,daily,에피소드,집이 제일 좋은 사람들이 하루종일 집에 있으면 생기는 이야기,False,False,https://comic.naver.com/bestChallenge/list?titleId=752489
775195,버츄얼 이온,siun****,버튜버가 된 소녀,7.73,daily,스토리,"버튜버인 루비를 좋아하는 소녀 이민아, 어느날 언니의 제안으로 자신도 버튜버를 시작하게 되면서 일어나는 판타지 일상.",False,False,https://comic.naver.com/bestChallenge/list?titleId=775195
779637,예수쟁이 다이어리,ahnc****,예수쟁이의 일상,9.24,daily,에피소드,"기독교가 세상에서 제일 싫었던 사람, 어느날 예수쟁이가 되다!
안티 크리스천에서 예수쟁이가 되기까지, 평범하지만 특별한 일상 이야기. 매주 토요일 업데이트 됩니다:)",False,False,https://comic.naver.com/bestChallenge/list?titleId=779637
791651,일상과 망상,kopj****,블랙코미디,9.5,daily,옴니버스,"현실성0% 망상 속 지구.  현실과 비슷한 것 같지만 다른, 평행우주 속 일상에서 평범하게 살아가는 블랙 코미디. [토요일 연재]",False,False,https://comic.naver.com/bestChallenge/list?titleId=791651
754613,한지붕 새가족,gwak****,꿀잼 가족 시트콤!,9.64,daily,에피소드,"[일상시트콤]바쁘고 지친 일상 가운데 귀엽고 좌충우돌 마스 가족 이야기로 힐링하세요 (*•̀ᴗ•́*)و ̑̑
[개인사정으로 당분간 격주연재입니다!]
더 많은 이야기는 ~ 인스타: gwakmas
이메일:gwakmas1225@naver.com",False,False,https://comic.naver.com/bestChallenge/list?titleId=754613
680949,제줌마의별하루,nall****,제주아줌마의 하루,9.71,daily,에피소드,도시남녀 제주라이프의 계속되는 그 뒷이야기~,False,False,https://comic.naver.com/bestChallenge/list?titleId=680949
785970,학교가는 고등어,ma_t****,요즘애들이란 이상해,9.86,daily,에피소드,"소위 '일진학교'라 불리는 고등학교를 졸업한 작가가 그때를 회상하며 그리는 실화기반 학원 에피소드 만화.
매 주 토요일 업로드됩니다!",False,False,https://comic.naver.com/bestChallenge/list?titleId=785970
151594,사자머리와호깜대,jasu****,뻔뻔한 냥이들의일상,9.79,daily,에피소드,사자머리의 일상생활과 네마리 냥이들의 건방진 동거공감에피소드,False,False,https://comic.naver.com/bestChallenge/list?titleId=151594
719808,우리집 강아지는 복슬강아지,luna****,댕댕이와의 일상:3,9.88,daily,에피소드,"의도치않은 댕줍으로 시작되는 반려견과의 일상! 
격주 토요일 혹은 일요일 업뎃합니다. 봐주셔서 감사합니다!♥♥♥",False,False,https://comic.naver.com/bestChallenge/list?titleId=719808
786401,[일상 로맨스] 그냥 선생님,just****,선생님의 일상로맨스,9.92,daily,스토리,"초등학교 선생님들의 일상 속에도 로맨스가 존재합니다. 
그냥 초등학교 선생님들의 일상 로맨스.",False,False,https://comic.naver.com/bestChallenge/list?titleId=786401
678060,불손한 친구들,fire****,"일상, 개그툰",9.86,daily,에피소드,"불손한 친구들의 일상 이야기  /  
인스타 @firehand_comics",False,False,https://comic.naver.com/bestChallenge/list?titleId=678060
732808,게임에 접속했습니다!,rapi****,게임하는 고딩들,9.77,daily,에피소드,게임과 일상에서 벌어지는 고딩들의 이야기,False,False,https://comic.naver.com/bestChallenge/list?titleId=732808
789225,나는 0대생,ls-e****,공대생 일상툰,9.8,daily,에피소드,"어쩌면 뻔한 그러나 특별한 우리들의 이야기, 공대생 공감툰",False,False,https://comic.naver.com/bestChallenge/list?titleId=789225
15067,어쩌다 주짓수,anis****,어쩌다 주짓수 코치,9.71,daily,에피소드,"어쩌다 보니 주짓수 코치
(매주 금요일에 만나요~)",False,False,https://comic.naver.com/bestChallenge/list?titleId=15067
762676,하루땃따,ttat****,시트콤 같은 일상툰,9.92,daily,에피소드,"천방지축 어리둥절 빙글빙글 돌아가는 나의 하루
##매주 금요일에 올라옵니다^^*
인스타 @ttata_bbb 메일 ttata7777@naver.com",False,False,https://comic.naver.com/bestChallenge/list?titleId=762676
763837,어둠의 일상툰,psh9****,어둠의 일상,9.71,daily,옴니버스,하루하루가 어둠의 연속인 도리도리의 일상에는 바람 잘 날이 없다 (자유 연재),False,False,https://comic.naver.com/bestChallenge/list?titleId=763837
788789,막내는 다 알아요!,rsmg****,다섯 가족의 일상,9.79,daily,에피소드,"다섯 가족 중 늦게 태어나 가족이 무얼 하는지 다 기억하고 있는 막내
재밌던 일이나, 슬픈 일이나, 싸웠던 일이라던가, 마음이 따뜻해지는 모든 순간들을 기억했다!
소소하지만 특별한 가족의 일상을 소개합니다!",False,False,https://comic.naver.com/bestChallenge/list?titleId=788789
756652,제제와 함께,ls****,장애아이와 형제,9.81,daily,에피소드,"출산도 육아도 처음인 초보맘에게 너무나 소중한 첫째 아들이 태어났고..둘째 딸의 출산과 첫째 아이 자폐진단..연년생 막내 딸 까지 태어나면서 힘든 환경과 마주하게 되는 일상 이야기
발달장애 아이와 연년생 자매 결코 쉽지 않은 조합과 여건속에서 엄마의 마음과 세상의 시선..아이의 성장과 앞으로의 미래를 준비해 나가는 성장스토리 입니다",False,False,https://comic.naver.com/bestChallenge/list?titleId=756652
750510,김작가의 오춘기 그림일기,da****,오춘기를 앓고있어요,9.86,daily,옴니버스,"퇴사는 해버렸고, 프리랜서로는 살고 있고, 돈은 없고, 결혼은 커녕 연애는 언제.. 쯤??
서른 중반에도 오춘기를 앓고 있는 김작가의 일상 이야기.",False,False,https://comic.naver.com/bestChallenge/list?titleId=750510
792489,두양고 찬양,meos****,짝남이 말을 안해요,9.02,daily,스토리,"자율형 사립고 두양고등학교. 
원대한 꿈을 갖고 두양고에 입학한 오찬미는 두양고 공식 개싸가지인 오찬양과 스캔들에 휩싸이는데...

<10, 20, 30일 연재>",False,False,https://comic.naver.com/bestChallenge/list?titleId=792489
792319,고인물 연애,comi****,15년차 커플 일상,9.81,daily,에피소드,"대한민국 평균 연애 기간 1년 5개월. 
남들 같으면 10명을 만났을 15년이라는 긴 시간 동안
오직 단 한 사람과 연애를 하면서 겪게 되는 일.",False,False,https://comic.naver.com/bestChallenge/list?titleId=792319
769225,오마이셋!!!,lith****,애가 셋입니다만..,9.89,daily,에피소드,어쩌다보니 아이셋... 다섯식구의 사는 이야기,False,False,https://comic.naver.com/bestChallenge/list?titleId=769225
767318,슬기로운 재수생활,kyuj****,재수생활 염탐하기,9.79,daily,에피소드,"하이퍼리얼리즘
재수생의 탐구생활",False,False,https://comic.naver.com/bestChallenge/list?titleId=767318
791249,겨울살이,hywi****,집순이웹망생의 일상,9.85,daily,에피소드,집순이 웹툰작가지망생 겨울의 우당탕탕 일상 이야기 (매주 목요일 연재/ 인스타그램 @han_winter23),False,False,https://comic.naver.com/bestChallenge/list?titleId=791249
698052,산군대잔치,d_yo****,강아지 산군의 일상,9.86,daily,에피소드,반려견과 함께 기록하는 일상툰,False,False,https://comic.naver.com/bestChallenge/list?titleId=698052
535499,김치걸 밀크티보이,kim_****,국제결혼일상툰,9.86,daily,에피소드,"한국여자 진과 홍콩남자 마틴의 국제연애, 국제결혼 이야기!",False,False,https://comic.naver.com/bestChallenge/list?titleId=535499
792301,오늘 또 후회,mido****,후회하면 뭐 어때!,9.39,daily,에피소드,'저녁으로 치킨을 먹을걸'부터 시작해서 '그날 그런 말은 하지 말걸.'까지 또삼이 전해주는 좌충우돌 후회기,False,False,https://comic.naver.com/bestChallenge/list?titleId=792301
792018,카페 타이쿤,gusw****,카페 일상이야기,9.88,daily,옴니버스,호적 메이트가 카페를 운영하며 겪는 카페 일상썰을 혼자만 즐길 수 없어서 그리게 된 웹툰 <매주 목요일 연재됩니다>,False,False,https://comic.naver.com/bestChallenge/list?titleId=792018
716112,전지적덕후시점,gurw****,나의 덕질 라이프,9.69,daily,에피소드,소심하고 평범한 내 일상의 터닝포인트,False,False,https://comic.naver.com/bestChallenge/list?titleId=716112
773528,오늘부터 G.A.B님과 함께 살게 되었습니다,ahnl****,"이 보안만화,웃기다",8.35,daily,에피소드,"어느날 보안회사에 오게 된 인공지능 로봇 갑(G.A.B).
보안에 대해선 1도 모르는 갑, 갑을 성장시키는 임무를 맡은 박주임, 그리고 정체를 알 수 없는 보안회사 사람들의 좌충우돌 스토리...! (매주 수요일 연재)",False,False,https://comic.naver.com/bestChallenge/list?titleId=773528
785631,내일은 낯선 행성을 걷는다,kaii****,밤 9시의 산책,9.79,daily,에피소드,밤 9시의 산책,False,False,https://comic.naver.com/bestChallenge/list?titleId=785631
788214,노른자들,hamt****,늘 혼자들의 이야기,9.85,daily,스토리,열일곱살 우소율. 새학교에서 자발적 아싸가 되려했으나 주변에서 도와주지 않는 인간들. 난 혼자이고 싶다고! 대뜸 수요일 연재.,False,False,https://comic.naver.com/bestChallenge/list?titleId=788214
793611,쪼꼼한 일기장,syun****,장애아육아 공감,9.77,daily,에피소드,"자폐스펙트럼을 가진 쪼꼼이의 일상은 우리와 다를까요? 똑같을까요? 다르다면 어떻게 다를까요
발달장애아동과 가족은 주위에 흔히 보이지 않지만 분명 존재하고 있답니다. 
이제 우리들도 세상으로 나오려고 해요.",False,False,https://comic.naver.com/bestChallenge/list?titleId=793611
259033,우주n은하,drum****,우주에서 온 소녀들,9.87,daily,에피소드,우주와 은하 자매가 만들어가는 세상에 대한 이야기입니다,False,False,https://comic.naver.com/bestChallenge/list?titleId=259033
738712,시바하루 (시바견의 하루),taeh****,기숙사  일상물,9.59,daily,에피소드,"여기는 oo기숙제 재수학원 여기는 자신의 미래를 위해 소년소녀들이 모여 열공을 하는 장소이다,
하지만, 남녀공학이라고 해도 서로 말도 걸지 못하는 매우 엄격한 학원 이였다
아무래도 같은 성별끼리 모아두면 어쩔 수 없나 싶지만, 가끔은 상상을 초월하는 더러움을 보여준다.
이 이야기는 용주의 100퍼센트 과장이 1도 섞이지 않은 실제 이야기이다.",False,False,https://comic.naver.com/bestChallenge/list?titleId=738712
759080,방구석수필,dksd****,실화 단편 에피소드,9.94,daily,에피소드,"어려웠던 본인의 어린시절 치매에 걸렸던 이웃 할머니, 가난하지만 밝게 살던 친구, 나를 도와줬던 문신있던 목사님, 아낌없이 주던 친형님, 군대에서 만났던 사람들.. 여러 고마웠던 사람들에 대한 본인의 기억들. 실화 단편 에피소드들",False,False,https://comic.naver.com/bestChallenge/list?titleId=759080
536153,외국 in 한국,wae_****,영국인의한국생활,9.87,daily,에피소드,"영국인의 한국일상 이야기 
안녕하세요! 저의 이름은 매튜입니다. 
My name is Matthew, and I'm an English guy living and working in Korea. This comic is about my experiences in Korea! I hope you like looking at my pictures, and thank you for making me feel welcome in your country! ^^
감사합니다!",False,False,https://comic.naver.com/bestChallenge/list?titleId=536153
792261,예열온도 300도,cucu****,2009년 정복기,7.74,daily,스토리,"입시를 망치고 절망하던 중 갑자기 2009년으로 뚝 떨어진 다라. 하지만 도무지 돌아갈 방법을 모르겠다. 어쩌다 보니 친구도 사귀고 포기했던 꿈인 제빵을 도전하며 2009년에 적응해간다. 사랑과 우정, 꿈과 청춘이 모두 담긴 2009년에서 시작 된 다라의 두번째 인생.

<자유연재> 인스타: nan_hana_77",False,False,https://comic.naver.com/bestChallenge/list?titleId=792261
785031,별을 품은 꽃,cute****,로맨스일상,9.73,daily,에피소드,"그림을 좋아하지만, 현실에 수긍하고 살아가던 주연.
어느 날, 그림을 좋아하는 여정이 자꾸 눈에 밟히게 되는데..",False,False,https://comic.naver.com/bestChallenge/list?titleId=785031
742684,우당탕 입큰이,plan****,입만 살았네,9.77,daily,에피소드,"이게 사람 사는거냐! 입큰이의 주변에서 일어나는 시끌벅적한 이야기.
매주 일요일 밤에 찾아옵니다. 인스타: @j_lips_52",False,False,https://comic.naver.com/bestChallenge/list?titleId=742684
32604,김네몽로그,lemo****,귀여운엄마 김네몽,9.7,daily,에피소드,"김네몽's 그림일기 -> 김네몽로그 로 업데이트 되었습니다!! ㅋㅋ
10년 뒤 네몽패밀리는 어떻게 사는가(?)
기억해주시는 분들 컴온컴온!! ㅋㅋ",False,False,https://comic.naver.com/bestChallenge/list?titleId=32604
696711,내 열정은 최고조!,zzxx****,일상 에피소드!,9.56,daily,에피소드,"이왕 태어난거 열심히 살고 있는 한 남자가 자신의 인생 목격담을 담백! 뽀짝! 하게 푸는 ""이렇게 많이 넣어도 되나?""싶을 정도의 사랑을 담은 케이크 위 제철 딸기같은 일상 만화...!(자유연재)",False,False,https://comic.naver.com/bestChallenge/list?titleId=696711
790497,사이코 엔젤,chuu****,감정없는 천사,9.12,daily,스토리,감정을 못 느끼는 천사 미가엘은  천국에서의 골칫거리이다. 이런 그는 감정을 찾기 위해 지상에서 인간으로 살아가는데..,False,False,https://comic.naver.com/bestChallenge/list?titleId=790497
721651,나를 위한 봄,leey****,일상학원로맨스,8.98,daily,스토리,"""우리 고2야"" 연애와 거리가 먼 주인공 하라의 앞에 나타난 전학생 한봄.
하라는 그가 누군지 모르지만, 그는 하라를 알고 있는 듯하다.
하라와 봄 그리고 친구들의 얽히고설킨 일상 학원 로맨스!
[매주 금요일 업로드]",False,False,https://comic.naver.com/bestChallenge/list?titleId=721651
752779,채채쓰의 웃픈일기,chec****,왜 삶은 웃플까요?,9.84,daily,옴니버스,채채쓰는 슬프지만.... 친구들은 웃기다고 하는 이야기들...!,False,False,https://comic.naver.com/bestChallenge/list?titleId=752779
793033,사실은 잡지사가 되고 싶었습니다,im66****,66100 이야기,9.57,daily,에피소드,플러스사이즈모델 김지양의 좌충우돌 쇼핑몰 운영기,False,False,https://comic.naver.com/bestChallenge/list?titleId=793033
